tool,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,total_volume_um3,nuclear_volume_um3,average_source,center_source,raw_center_source,time_min,average_uM,center_uM,raw_center_uM
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_1um3,3,12044,0.01,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.0,10.0,10.0,10.0
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_1um3,3,12044,0.01,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.1,9.998327384036944,6.471652760430146,1.5047431211791693
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_1um3,3,12044,0.01,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.2,9.996723108213555,6.4019878418217715,1.4883748634005483
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_1um3,3,12044,0.01,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.3,9.995131807209416,6.372548794745298,1.481492815606703
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_1um3,3,12044,0.01,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.4,9.993556955263957,6.355309866167593,1.4774698669990263
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_1um3,3,12044,0.01,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.5,9.992012382737105,6.343656990837656,1.4747529633667054
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_1um3,3,12044,0.01,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.6,9.990515453145127,6.335106347410192,1.472760463216982
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_1um3,3,12044,0.01,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.7,9.989081973887567,6.328488239648735,1.4712188710523355
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_1um3,3,12044,0.01,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.8,9.98772377284258,6.323170482351551,1.4699805153588839
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_1um3,3,12044,0.01,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.9,9.986448244165162,6.31877809069044,1.4689578638295513
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_1um3,3,12044,0.01,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.0,9.9852588729349,6.315073248037101,1.4680954312319145
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_1um3,3,12044,0.01,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.1,9.98415608412148,6.311897307234076,1.4673562176815236
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_1um3,3,12044,0.01,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.2,9.983138089766566,6.309140106859891,1.46671453890128
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_1um3,3,12044,0.01,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.3,9.982201606992218,6.3067225616561835,1.4661519604649829
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_1um3,3,12044,0.01,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.4,9.981342418028161,6.304586230773925,1.4656548627228116
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_1um3,3,12044,0.01,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.5,9.980555785021672,6.302686794533003,1.4652129186594118
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_1um3,3,12044,0.01,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.6,9.979836745809987,6.300989835778859,1.4648181098118476
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_1um3,3,12044,0.01,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.7,9.97918031785581,6.299468037316491,1.464464072676981
