metric,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,total_volume_um3,nuclear_volume_um3,time_min,source_column,simulated_uM,analytical_uM,absolute_error_uM,relative_error_percent
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,0.0,mean over all voxels,10.0,10.0,0.0,0.0
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,0.1,mean over all voxels,9.960472970889565,9.986105329945053,0.02563235905548744,0.2566802392783141
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,0.2,mean over all voxels,9.93379834971533,9.972220687405175,0.03842233768984471,0.3852936963014846
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,0.3,mean over all voxels,9.908970335933876,9.958393330312607,0.04942299437873032,0.49629486142398505
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,0.4,mean over all voxels,9.885569961065002,9.944769333256483,0.05919937219148075,0.5952815013366982
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,0.5,mean over all voxels,9.863707312204639,9.931543039822706,0.06783572761806766,0.6830331132439883
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,0.6,mean over all voxels,9.843543876987344,9.918893459802515,0.07534958281517135,0.7596571444237648
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,0.7,mean over all voxels,9.825166766208085,9.90695193631634,0.08178517010825459,0.8255331269797643
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,0.8,mean over all voxels,9.808576087709929,9.895797141087609,0.08722105337768049,0.8813949208349916
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,0.9,mean over all voxels,9.793705762682526,9.885462888812414,0.09175712612988818,0.9282026260371847
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,1.0,mean over all voxels,9.780448333457937,9.875949383531204,0.09550105007326692,0.9670062731641904
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,1.1,mean over all voxels,9.7686749153151,9.867233712533773,0.09855879721867389,0.9988493238330859
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,1.2,mean over all voxels,9.758249050770633,9.859278254223913,0.10102920345327959,1.0247119601274735
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,1.3,mean over all voxels,9.749035516468524,9.852036906668893,0.1030013902003688,1.0454831947558647
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,1.4,mean over all voxels,9.740905498479503,9.845459476334334,0.104553977854831,1.0619512284434143
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,1.5,mean over all voxels,9.733739334639187,9.839494651317585,0.10575531667839755,1.0748043515043335
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,1.6,mean over all voxels,9.727427702324414,9.834091939593785,0.10666423726937069,1.0846373811080787
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,1.7,mean over all voxels,9.721871853114243,9.829202874718243,0.10733102160400065,1.091960588992089
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,1.8,mean over all voxels,9.716983290244222,9.824781715375716,0.1077984251314934,1.0972093656064603
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,1.9,mean over all voxels,9.712683142375022,9.82078580246079,0.10810266008576797,1.100753669412897
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,2.0,mean over all voxels,9.70890139217981,9.817175689404461,0.10827429722465176,1.1029067895923537
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,2.1,mean over all voxels,9.705576056312463,9.813915126241016,0.10833906992855269,1.1039332268002746
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,2.2,mean over all voxels,9.70265237361548,9.810970952671639,0.10831857905615827,1.1040556493204365
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,2.3,mean over all voxels,9.700082033348686,9.808312937594167,0.10823090424548099,1.103460961473242
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,2.4,mean over all voxels,9.697822459620868,9.805913590172077,0.10809113055120889,1.1023055583473897
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,2.5,mean over all voxels,9.695836158685545,9.803747958956368,0.10791180027082348,1.100719854514813
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,2.6,mean over all voxels,9.694090130101667,9.801793429711111,0.1077032996094438,1.0988121753614446
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,2.7,mean over all voxels,9.692555339528699,9.800029528605334,0.10747418907663508,1.0966720943332708
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,2.8,mean over all voxels,9.691206249205452,9.798437734747054,0.10723148554160211,1.094373291380315
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,2.9,mean over all voxels,9.690020401367947,9.797001304243272,0.1069809028753248,1.0919759991150484
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,3.0,mean over all voxels,9.688978049623495,9.795705106786643,0.10672705716314823,1.0895290946356253
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,3.1,mean over all voxels,9.68806183338284,9.794535475006809,0.10647364162396933,1.087071887131996
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,3.2,mean over all voxels,9.687256490714438,9.793480066343811,0.10622357562937346,1.0846356444265453
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,3.3,mean over all voxels,9.686548605335602,9.792527736908596,0.10597913157299388,1.0822448954987636
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,3.4,mean over all voxels,9.68592638383975,9.791668426633375,0.10574204279362576,1.079918540807683
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,3.5,mean over all voxels,9.68537945964608,9.790893054932562,0.10551359528648163,1.0776707976942395
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,3.6,mean over all voxels,9.68489872052915,9.790193426071449,0.10529470554229903,1.075512004307264
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,3.7,mean over all voxels,9.68447615693193,9.789562143445508,0.10508598651357737,1.0734493021624723
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,3.8,mean over all voxels,9.684104728582746,9.788992532006223,0.10488780342347681,1.0714872146498655
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,3.9,mean over all voxels,9.68377824722294,9.788478568108,0.1047003208850601,1.0696281363498705
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,4.0,mean over all voxels,9.683491273509055,9.788014816101969,0.10452354259291319,1.0678727459726016
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,4.1,mean over all voxels,9.683239026382193,9.787596371049885,0.10435734466769198,1.066220353920233
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,4.2,mean over all voxels,9.683017303400613,9.787218806984594,0.10420150358398139,1.064669193965691
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,4.3,mean over all voxels,9.682822410711594,9.786878130190564,0.10405571947896952,1.0632166672023677
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,4.4,mean over all voxels,9.682651101497544,9.78657073702476,0.10391963552721606,1.0618595452855115
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,4.5,mean over all voxels,9.682500521871592,9.78629337584273,0.10379285397113769,1.0605941390163949
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,4.6,mean over all voxels,9.682368163321533,9.786043112632328,0.10367494931079513,1.0594164374461643
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,4.7,mean over all voxels,9.682251820909705,9.785817299998163,0.10356547908845748,1.0583222219821835
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,4.8,mean over all voxels,9.682149556532298,9.785613549170487,0.10346399263818817,1.0573071593140797
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,4.9,mean over all voxels,9.682059666625616,9.785429704745448,0.10337003811983259,1.0563668764561585
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,5.0,mean over all voxels,9.68198065378112,9.78526382189051,0.10328316810939064,1.0554970207173868
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,5.1,mean over all voxels,9.68191120179604,9.785114145775504,0.10320294397946306,1.0546933070169502
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,5.2,mean over all voxels,9.681850153743754,9.784979093011822,0.10312893926806765,1.0539515545998424
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,5.3,mean over all voxels,9.681796492698302,9.784857234904264,0.10306074220596173,1.0532677149169474
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,5.4,mean over all voxels,9.681749324791847,9.784747282338785,0.10299795754693797,1.0526378921696486
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,5.5,mean over all voxels,9.681707864322657,9.78464807214618,0.1029402078235222,1.0520583577917395
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,5.6,mean over all voxels,9.681671420665399,9.784558554797695,0.10288713413229544,1.0515255599533049
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,5.7,mean over all voxels,9.681639386765587,9.784477783303014,0.1028383965374271,1.0510361290095467
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,5.8,mean over all voxels,9.681611229026498,9.784404903192167,0.1027936741656692,1.0505868796592086
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,5.9,mean over all voxels,9.681586478419916,9.784339143476755,0.10275266505683867,1.0501748104811366
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,6.0,mean over all voxels,9.681564722672698,9.784279808493645,0.10271508582094668,1.0497971013848217
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,6.1,mean over all voxels,9.681545599398863,9.78422627054602,0.10268067114715684,1.0494511094480916
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,6.2,mean over all voxels,9.681528790062814,9.784177963262941,0.10264917320012756,1.0491343635157564
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,6.3,mean over all voxels,9.6815140146731,9.784134375607966,0.10262036093486593,1.0488445578864949
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,6.4,mean over all voxels,9.681501027118305,9.784095046472848,0.10259401935454271,1.048579545346176
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,6.5,mean over all voxels,9.681489611067342,9.784059559799667,0.1025699487323255,1.048337329770156
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,6.6,mean over all voxels,9.681479576365843,9.784027540179414,0.10254796381357068,1.04811605846819
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,6.7,mean over all voxels,9.681470755868663,9.78399864888059,0.10252789301192777,1.0479140144163677
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,6.8,mean over all voxels,9.681463002655628,9.783972580265711,0.10250957761008372,1.0477296084909897
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,6.9,mean over all voxels,9.68145618758424,9.783949058558242,0.10249287097400206,1.0475613717995518
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,7.0,mean over all voxels,9.681450197138506,9.783927834924922,0.10247763778641605,1.0474079481719973
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,7.1,mean over all voxels,9.681444931538064,9.783908684843585,0.10246375330552127,1.0472680868766648
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,7.2,mean over all voxels,9.681440303076142,9.783891405727971,0.10245110265182866,1.0471406355946342
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,7.3,mean over all voxels,9.681436234658609,9.783875814784425,0.10243958012581622,1.0470245336824457
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,7.4,mean over all voxels,9.681432658519821,9.783861747078266,0.1024290885584449,1.0469188057469545
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,7.5,mean over all voxels,9.681429515093853,9.783849053789021,0.10241953869516784,1.046822555541201
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,7.6,mean over all voxels,9.681426752022313,9.78383760063598,0.10241084861366723,1.0467349601858702
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,7.7,mean over all voxels,9.68142432328222,9.783827266457623,0.10240294317540233,1.0466552647191083
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,7.8,mean over all voxels,9.681422188419404,9.783817941929955,0.1023957535105513,1.0465827769721634
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,7.9,mean over all voxels,9.681420311874678,9.783809528410009,0.10238921653533062,1.0465168627620467
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,8.0,mean over all voxels,9.681418662391533,9.783801936892141,0.10238327450060858,1.0464569413915485
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,8.1,mean over all voxels,9.68141721249551,9.783795087066675,0.10237787457116454,1.046402481451182
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,8.2,mean over all voxels,9.681415938036574,9.783788906470132,0.10237296843355814,1.0463529969034564
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,8.3,mean over all voxels,9.681414817786846,9.783783329718771,0.10236851193192464,1.0463080434434269
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,8.4,mean over all voxels,9.681413833087028,9.783778297816804,0.10236446472977612,1.0462672151168653
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,8.5,mean over all voxels,9.681412967535598,9.783773757532387,0.10236078999678888,1.0462301411863983
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,8.6,mean over all voxels,9.681412206715624,9.783769660834409,0.10235745411878483,1.046196483228074
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,8.7,mean over all voxels,9.681411537954617,9.78376596438442,0.10235442642980352,1.0461659324477055
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,8.8,mean over all voxels,9.681410950113463,9.783762629078124,0.10235167896466102,1.046138207201222
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,8.9,mean over all voxels,9.681410433400877,9.783759619631725,0.10234918623084788,1.046113050707806
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,9.0,mean over all voxels,9.681409979210324,9.783756904208674,0.10234692499835063,1.0460902289418506
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,9.1,mean over all voxels,9.681409579976656,9.783754454082858,0.10234487410620297,1.0460695286919577
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,9.2,mean over all voxels,9.681409229050105,9.783752243334662,0.10234301428455694,1.0460507557750123
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,9.3,mean over all voxels,9.681408920585529,9.783750248576895,0.10234132799136653,1.0460337333963803
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,9.4,mean over all voxels,9.68140864944504,9.783748448707247,0.10233979926220726,1.0460183006415062
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,9.5,mean over all voxels,9.681408411112436,9.783746824685121,0.10233841357268503,1.0460043110935537
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,9.6,mean over all voxels,9.681408201617979,9.7837453593302,0.1023371577122223,1.0459916315649933
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,9.7,mean over all voxels,9.681408017472256,9.783744037140655,0.10233601966839956,1.0459801409349598
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,9.8,mean over all voxels,9.68140785560809,9.783742844129216,0.1023349885211271,1.0459697290851602
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,9.9,mean over all voxels,9.681407713329413,9.783741767675178,0.10233405434576426,1.0459602959255228
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1000um3,10.0,12044,0.005,1000.0,100.0,10.0,mean over all voxels,9.681407588266394,9.78374079639085,0.10233320812445612,1.0459517505022833
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,0.0,mean over all voxels,10.0,10.0,0.0,0.0
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,0.1,mean over all voxels,9.99163996891768,9.986105329945053,0.0055346389726267375,0.05542339871010745
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,0.2,mean over all voxels,9.984028722961817,9.972220687405175,0.011808035556642338,0.11840928843016663
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,0.3,mean over all voxels,9.976644259750548,9.958393330312607,0.01825092943794182,0.183271827418057
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,0.4,mean over all voxels,9.969483856262359,9.944769333256483,0.024714523005876288,0.2485178104958956
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,0.5,mean over all voxels,9.96262608137815,9.931543039822706,0.03108304155544417,0.31297293311633323
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,0.6,mean over all voxels,9.956154519498643,9.918893459802515,0.03726105969612803,0.3756574243602159
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,0.7,mean over all voxels,9.950128687431791,9.90695193631634,0.043176751115451495,0.435822757524205
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,0.8,mean over all voxels,9.944578800058375,9.895797141087609,0.04878165897076592,0.49295330406706894
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,0.9,mean over all voxels,9.93951038380434,9.885462888812414,0.054047494991925404,0.5467371189374661
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,1.0,mean over all voxels,9.934911289975064,9.875949383531204,0.05896190644386046,0.597025198834892
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,1.1,mean over all voxels,9.930758079072922,9.867233712533773,0.0635243665391485,0.6437910400202358
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,1.2,mean over all voxels,9.927020929052729,9.859278254223913,0.06774267482881591,0.6870956786293518
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,1.3,mean over all voxels,9.923667091420986,9.852036906668893,0.07163018475209348,0.7270596469609919
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,1.4,mean over all voxels,9.920663183220297,9.845459476334334,0.07520370688596323,0.7638415156421233
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,1.5,mean over all voxels,9.917976627463329,9.839494651317585,0.07848197614574381,0.7976220215256122
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,1.6,mean over all voxels,9.91557650226621,9.834091939593785,0.08148456267242565,0.8285926466108626
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,1.7,mean over all voxels,9.913433993781892,9.829202874718243,0.08423111906364866,0.8569476094577321
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,1.8,mean over all voxels,9.911522591460018,9.824781715375716,0.0867408760843027,0.8828784048052063
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,1.9,mean over all voxels,9.90981812081858,9.82078580246079,0.08903231835778946,0.9065702088266774
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,2.0,mean over all voxels,9.908298677665718,9.817175689404461,0.09112298826125631,0.9281996283269541
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,2.1,mean over all voxels,9.90694450594206,9.813915126241016,0.0930293797010453,0.9479334037880351
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,2.2,mean over all voxels,9.905737846514194,9.810970952671639,0.09476689384255543,0.9659277792148526
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,2.3,mean over all voxels,9.904662774284494,9.808312937594167,0.0963498366903277,0.9823283300946645
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,2.4,mean over all voxels,9.903705034369782,9.805913590172077,0.09779144419770525,0.9972700992971851
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,2.5,mean over all voxels,9.902851883760787,9.803747958956368,0.09910392480441921,1.0108779338200067
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,2.6,mean over all voxels,9.902091942057238,9.801793429711111,0.10029851234612686,1.023266946660015
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,2.7,mean over all voxels,9.901415053070131,9.800029528605334,0.10138552446479743,1.0345430508026832
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,2.8,mean over all voxels,9.900812157948748,9.798437734747054,0.10237442320169343,1.0448035286141073
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,2.9,mean over all voxels,9.900275179794999,9.797001304243272,0.10327387555172685,1.0541376115464731
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,3.0,mean over all voxels,9.89979691931867,9.795705106786643,0.10409181253202604,1.0626270533594293
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,3.1,mean over all voxels,9.899370960861871,9.794535475006809,0.10483548585506242,1.070346685890068
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,3.2,mean over all voxels,9.898991588013121,9.793480066343811,0.10551152166931033,1.0773649505032465
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,3.3,mean over all voxels,9.898653707996575,9.792527736908596,0.1061259710879785,1.083744401233439
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,3.4,mean over all voxels,9.898352784031527,9.791668426633375,0.10668435739815152,1.0895421775922238
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,3.5,mean over all voxels,9.898084774892745,9.790893054932562,0.1071917199601824,1.0948104463890573
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,3.6,mean over all voxels,9.89784608095158,9.790193426071449,0.10765265488013043,1.0995968128009566
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,3.7,mean over all voxels,9.897633496033576,9.789562143445508,0.10807135258806788,1.1039447015556856
average,dx_10um__uptake_12044__dtdiff_0p005min__volume_1um3,10.0,12044,0.005,1.0,0.1,3.8,mean over all voxels,9.897444164485806,9.788992532006223,0.10845163247958389,1.107893709439342
