time_min,average_uM,center_corner_mean_uM
0.0,10.0,10.0
0.1,9.98990060290982,9.910159854248487
0.2,9.980830770410746,9.833635658038784
0.3,9.972757692777908,9.769179738449758
0.4,9.965618245240572,9.715003577851263
0.5,9.95933433767413,9.669377225871191
0.6,9.953822749711275,9.630811193140948
0.7,9.9490010785786,9.598079858195666
0.8,9.944791114705582,9.570191601444009
0.9,9.941120577538417,9.54634678148501
1.0,9.937923835518122,9.525898283079052
1.1,9.935142015461564,9.50831881795437
1.2,9.932722759856954,9.493175206936886
1.3,9.930619794735483,9.480108605634918
1.4,9.928792408997381,9.468819411496659
1.5,9.927204906538577,9.459055726866293
1.6,9.925826067366279,9.45060447938189
1.7,9.924628637981098,9.443284518123434
1.8,9.923588861332734,9.436941181807324
1.9,9.922686050499465,9.431441971343908
2.0,9.921902206529342,9.426673059413009
2.1,9.9212216787297,9.422536442311504
2.2,9.920630864529878,9.418947591348012
2.3,9.920117945500476,9.415833498209004
2.4,9.919672655951702,9.413131035280522
2.5,9.919286080599383,9.410785570990079
2.6,9.91895047798102,9.408749794046305
2.7,9.918659126563753,9.406982710556576
2.8,9.918406190771346,9.405448785482811
2.9,9.91818660444561,9.404117205510328
3.0,9.917995969534193,9.402961244682274
3.1,9.917830468054712,9.40195771746079
3.2,9.917686785620647,9.401086506474238
3.3,9.917562045026642,9.400330154279661
3.4,9.917453748580005,9.399673510140985
3.5,9.917359728032823,9.39910342418909
3.6,9.917278101116663,9.398608482458094
3.7,9.917207233811245,9.398178777232417
3.8,9.917145707591912,9.39780570792907
3.9,9.917092290999394,9.397481808407449
4.0,9.917045914961761,9.397200597166432
4.1,9.917005651373318,9.396956447373025
4.2,9.916970694500531,9.396744474081824
4.3,9.916940344841738,9.39656043636096
4.4,9.916913995116662,9.396400652346944
4.5,9.91689111810457,9.396261925515567
4.6,9.916871256086951,9.396141480684328
4.7,9.916854011682968,9.39603690845955
4.8,9.916839039893782,9.395946117012116
4.9,9.916826041196252,9.395867290213877
5.0,9.916814755547469,9.39579885129491
5.1,9.916804957179963,9.395739431292984
5.2,9.916796450083288,9.395687841662864
5.3,9.91678906408138,9.39564305049674
5.4,9.916782651427125,9.395604161879454
5.5,9.916777083845927,9.395570397965098
5.6,9.916772249969043,9.395541083416239
5.7,9.916768053105285,9.39551563189411
5.8,9.916764409306465,9.395493534329498
5.9,9.916761245687868,9.395474348739537
6.0,9.91675849897011,9.3954576913866
6.1,9.916756114213177,9.395443229102433
6.2,9.916754043717383,9.39543067262388
6.3,9.916752246069114,9.395419770806924
6.4,9.916750685312413,9.395410305603242
6.5,9.9167493302297,9.395402087698779
6.6,9.916748153717338,9.395394952727102
6.7,9.91674713224344,9.395388757981802
6.8,9.91674624537719,9.395383379562109
6.9,9.916745475380162,9.395378709894677
7.0,9.916744806851494,9.395374655581993
7.1,9.91674422641986,9.395371135534266
7.2,9.916743722475998,9.39536807934755
7.3,9.916743284940495,9.395365425895559
7.4,9.916742905062213,9.395363122107085
7.5,9.91674257524321,9.395361121904509
7.6,9.916742288886796,9.395359385282196
7.7,9.916742040265584,9.395357877506346
7.8,9.916741824406929,9.395356568420283
7.9,9.916741636993464,9.395355431841288
8.0,9.916741474276769,9.395354445036933
8.1,9.916741333002367,9.395353588270385
8.2,9.916741210344659,9.39535284440569
8.3,9.916741103850395,9.395352198565
8.4,9.9167410113896,9.395351637831038
8.5,9.91674093111299,9.395351150988716
8.6,9.91674086141497,9.395350728300837
8.7,9.916740800901524,9.39535036131334
8.8,9.916740748362344,9.39535004268622
8.9,9.916740702746603,9.395349766046701
9.0,9.916740663141951,9.3953495258618
9.1,9.916740628756267,9.395349317327653
9.2,9.916740598901816,9.395349136273428
9.3,9.916740572981483,9.395348979077909
9.4,9.916740550476845,9.39534884259708
9.5,9.916740530937792,9.39534872410123
9.6,9.91674051397353,9.395348621220363
9.7,9.916740499244758,9.39534853189678
9.8,9.916740486456897,9.39534845434396
9.9,9.916740475354176,9.395348387010781
10.0,9.916740465714534,9.395348328550538
