tool,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,average_source,center_source,raw_center_source,time_min,average_uM,center_uM,raw_center_uM
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min,40.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.0,10.0,10.0,10.0
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min,40.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.1,9.737045037761124,4.534447450881136,9.06681106929119
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min,40.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.2,9.670278231845232,4.2106513938243,8.41935720328128
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min,40.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.3,9.61610972629995,3.9873733710809174,7.9728921341827865
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min,40.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.4,9.572187138191135,3.826209842901393,7.650628223723712
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min,40.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.5,9.536606510292597,3.7057687604311695,7.4097916678598565
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min,40.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.6,9.507806455863516,3.6133891003920895,7.2250662568702575
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min,40.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.7,9.484506021999348,3.5411518829354423,7.080617562174618
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min,40.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.8,9.465658118945324,3.4838545575772173,6.966042746122651
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min,40.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.9,9.450410386774054,3.4379290233237785,6.874207130160521
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min,40.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.0,9.438071433296649,3.4008357898570174,6.800032800532669
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min,40.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.1,9.428081906953484,3.3707097777443633,6.739790369132682
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min,40.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.2,9.419990075643234,3.346144910517006,6.690668253340742
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min,40.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.3,9.41343149904028,3.32605826408136,6.65050103475026
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min,40.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.4,9.408112299643797,3.30960142122687,6.617592207362723
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min,40.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.5,9.403795512152604,3.2961007253143157,6.590594711577206
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min,40.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.6,9.400290012389808,3.285015749223358,6.568427890744885
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min,40.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.7,9.397441575879187,3.275909572234548,6.550218058359227
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min,40.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.8,9.395125676181944,3.2684269271440987,6.535254802149482
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min,40.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.9,9.393241694074186,3.26227774137725,6.522958073675567
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min,40.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.0,9.391708265127305,3.2572244790821014,6.512852878092877
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min,40.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.1,9.39045954286156,3.2530722350218233,6.50454946620324
