tool,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,total_volume_um3,nuclear_volume_um3,average_source,center_source,raw_center_source,time_min,average_uM,center_uM,raw_center_uM
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min__volume_1um3,40.0,12044,0.005,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.0,10.0,10.0,10.0
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min__volume_1um3,40.0,12044,0.005,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.1,9.990065890717954,9.942780849708223,9.834420303966828
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min__volume_1um3,40.0,12044,0.005,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.2,9.981207095014062,9.894979061535889,9.709127484203519
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min__volume_1um3,40.0,12044,0.005,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.3,9.97338310408707,9.85446150870248,9.613807949345107
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min__volume_1um3,40.0,12044,0.005,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.4,9.966519952939763,9.819869963269053,9.54024397815247
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min__volume_1um3,40.0,12044,0.005,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.5,9.96052872311014,9.790228288461618,9.482500595123618
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min__volume_1um3,40.0,12044,0.005,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.6,9.955316761923244,9.764777192992057,9.436425553168316
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min__volume_1um3,40.0,12044,0.005,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.7,9.950794064219927,9.742898787802286,9.399124153480026
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min__volume_1um3,40.0,12044,0.005,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.8,9.94687662451988,9.724077916498997,9.36855660564524
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min__volume_1um3,40.0,12044,0.005,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.9,9.943487958368127,9.707879477898,9.343259052029689
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min__volume_1um3,40.0,12044,0.005,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.0,9.940559550578653,9.693933354018252,9.322157836304282
PhysiCell,dx_40um__uptake_12044__dtdiff_0p005min__volume_1um3,40.0,12044,0.005,1.0,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.1,9.938030697826932,9.681923397331346,9.30444749792194
