,x,y,z,vol,diff,timestep
2,20.0,-20.0,-20.0,8000.0,6022.0,2.11
3,-20.0,0.0,-20.0,8000.0,6022.0,2.11
4,0.0,0.0,-20.0,8000.0,6022.0,2.11
5,20.0,0.0,-20.0,8000.0,6022.0,2.11
6,-20.0,20.0,-20.0,8000.0,6022.0,2.11
7,0.0,20.0,-20.0,8000.0,6022.0,2.11
8,20.0,20.0,-20.0,8000.0,6022.0,2.11
9,-20.0,-20.0,0.0,8000.0,6022.0,2.11
10,0.0,-20.0,0.0,8000.0,6022.0,2.11
11,20.0,-20.0,0.0,8000.0,6022.0,2.11
12,-20.0,0.0,0.0,8000.0,6022.0,2.11
13,0.0,0.0,0.0,8000.0,5664.922387663928,2.11
14,20.0,0.0,0.0,8000.0,6022.0,2.11
15,-20.0,20.0,0.0,8000.0,6022.0,2.11
16,0.0,20.0,0.0,8000.0,6022.0,2.11
17,20.0,20.0,0.0,8000.0,6022.0,2.11
18,-20.0,-20.0,20.0,8000.0,6022.0,2.11
19,0.0,-20.0,20.0,8000.0,6022.0,2.11
20,20.0,-20.0,20.0,8000.0,6022.0,2.11
21,-20.0,0.0,20.0,8000.0,6022.0,2.11
22,0.0,0.0,20.0,8000.0,6022.0,2.11
23,20.0,0.0,20.0,8000.0,6022.0,2.11
24,-20.0,20.0,20.0,8000.0,6022.0,2.11
25,0.0,20.0,20.0,8000.0,6022.0,2.11
26,20.0,20.0,20.0,8000.0,6022.0,2.11
0,-20.0,-20.0,-20.0,8000.0,6022.0,2.12
1,0.0,-20.0,-20.0,8000.0,6022.0,2.12
2,20.0,-20.0,-20.0,8000.0,6022.0,2.12
3,-20.0,0.0,-20.0,8000.0,6022.0,2.12
4,0.0,0.0,-20.0,8000.0,6022.0,2.12
5,20.0,0.0,-20.0,8000.0,6022.0,2.12
6,-20.0,20.0,-20.0,8000.0,6022.0,2.12
7,0.0,20.0,-20.0,8000.0,6022.0,2.12
8,20.0,20.0,-20.0,8000.0,6022.0,2.12
9,-20.0,-20.0,0.0,8000.0,6022.0,2.12
10,0.0,-20.0,0.0,8000.0,6022.0,2.12
11,20.0,-20.0,0.0,8000.0,6022.0,2.12
12,-20.0,0.0,0.0,8000.0,6022.0,2.12
13,0.0,0.0,0.0,8000.0,5664.922387663928,2.12
14,20.0,0.0,0.0,8000.0,6022.0,2.12
15,-20.0,20.0,0.0,8000.0,6022.0,2.12
16,0.0,20.0,0.0,8000.0,6022.0,2.12
17,20.0,20.0,0.0,8000.0,6022.0,2.12
18,-20.0,-20.0,20.0,8000.0,6022.0,2.12
19,0.0,-20.0,20.0,8000.0,6022.0,2.12
20,20.0,-20.0,20.0,8000.0,6022.0,2.12
21,-20.0,0.0,20.0,8000.0,6022.0,2.12
22,0.0,0.0,20.0,8000.0,6022.0,2.12
23,20.0,0.0,20.0,8000.0,6022.0,2.12
24,-20.0,20.0,20.0,8000.0,6022.0,2.12
25,0.0,20.0,20.0,8000.0,6022.0,2.12
26,20.0,20.0,20.0,8000.0,6022.0,2.12
0,-20.0,-20.0,-20.0,8000.0,6022.0,2.13
1,0.0,-20.0,-20.0,8000.0,6022.0,2.13
2,20.0,-20.0,-20.0,8000.0,6022.0,2.13
3,-20.0,0.0,-20.0,8000.0,6022.0,2.13
4,0.0,0.0,-20.0,8000.0,6022.0,2.13
5,20.0,0.0,-20.0,8000.0,6022.0,2.13
6,-20.0,20.0,-20.0,8000.0,6022.0,2.13
7,0.0,20.0,-20.0,8000.0,6022.0,2.13
8,20.0,20.0,-20.0,8000.0,6022.0,2.13
9,-20.0,-20.0,0.0,8000.0,6022.0,2.13
10,0.0,-20.0,0.0,8000.0,6022.0,2.13
11,20.0,-20.0,0.0,8000.0,6022.0,2.13
12,-20.0,0.0,0.0,8000.0,6022.0,2.13
13,0.0,0.0,0.0,8000.0,5664.922387663928,2.13
14,20.0,0.0,0.0,8000.0,6022.0,2.13
15,-20.0,20.0,0.0,8000.0,6022.0,2.13
16,0.0,20.0,0.0,8000.0,6022.0,2.13
17,20.0,20.0,0.0,8000.0,6022.0,2.13
18,-20.0,-20.0,20.0,8000.0,6022.0,2.13
19,0.0,-20.0,20.0,8000.0,6022.0,2.13
20,20.0,-20.0,20.0,8000.0,6022.0,2.13
21,-20.0,0.0,20.0,8000.0,6022.0,2.13
22,0.0,0.0,20.0,8000.0,6022.0,2.13
23,20.0,0.0,20.0,8000.0,6022.0,2.13
24,-20.0,20.0,20.0,8000.0,6022.0,2.13
25,0.0,20.0,20.0,8000.0,6022.0,2.13
26,20.0,20.0,20.0,8000.0,6022.0,2.13
0,-20.0,-20.0,-20.0,8000.0,6022.0,2.14
1,0.0,-20.0,-20.0,8000.0,6022.0,2.14
2,20.0,-20.0,-20.0,8000.0,6022.0,2.14
3,-20.0,0.0,-20.0,8000.0,6022.0,2.14
4,0.0,0.0,-20.0,8000.0,6022.0,2.14
5,20.0,0.0,-20.0,8000.0,6022.0,2.14
6,-20.0,20.0,-20.0,8000.0,6022.0,2.14
7,0.0,20.0,-20.0,8000.0,6022.0,2.14
8,20.0,20.0,-20.0,8000.0,6022.0,2.14
9,-20.0,-20.0,0.0,8000.0,6022.0,2.14
10,0.0,-20.0,0.0,8000.0,6022.0,2.14
11,20.0,-20.0,0.0,8000.0,6022.0,2.14
12,-20.0,0.0,0.0,8000.0,6022.0,2.14
13,0.0,0.0,0.0,8000.0,5664.922387663928,2.14
14,20.0,0.0,0.0,8000.0,6022.0,2.14
15,-20.0,20.0,0.0,8000.0,6022.0,2.14
16,0.0,20.0,0.0,8000.0,6022.0,2.14
17,20.0,20.0,0.0,8000.0,6022.0,2.14
18,-20.0,-20.0,20.0,8000.0,6022.0,2.14
19,0.0,-20.0,20.0,8000.0,6022.0,2.14
20,20.0,-20.0,20.0,8000.0,6022.0,2.14
21,-20.0,0.0,20.0,8000.0,6022.0,2.14
22,0.0,0.0,20.0,8000.0,6022.0,2.14
23,20.0,0.0,20.0,8000.0,6022.0,2.14
24,-20.0,20.0,20.0,8000.0,6022.0,2.14
25,0.0,20.0,20.0,8000.0,6022.0,2.14
26,20.0,20.0,20.0,8000.0,6022.0,2.14
0,-20.0,-20.0,-20.0,8000.0,6022.0,2.15
1,0.0,-20.0,-20.0,8000.0,6022.0,2.15
2,20.0,-20.0,-20.0,8000.0,6022.0,2.15
3,-20.0,0.0,-20.0,8000.0,6022.0,2.15
4,0.0,0.0,-20.0,8000.0,6022.0,2.15
5,20.0,0.0,-20.0,8000.0,6022.0,2.15
6,-20.0,20.0,-20.0,8000.0,6022.0,2.15
7,0.0,20.0,-20.0,8000.0,6022.0,2.15
8,20.0,20.0,-20.0,8000.0,6022.0,2.15
9,-20.0,-20.0,0.0,8000.0,6022.0,2.15
10,0.0,-20.0,0.0,8000.0,6022.0,2.15
11,20.0,-20.0,0.0,8000.0,6022.0,2.15
12,-20.0,0.0,0.0,8000.0,6022.0,2.15
13,0.0,0.0,0.0,8000.0,5664.922387663928,2.15
14,20.0,0.0,0.0,8000.0,6022.0,2.15
15,-20.0,20.0,0.0,8000.0,6022.0,2.15
16,0.0,20.0,0.0,8000.0,6022.0,2.15
17,20.0,20.0,0.0,8000.0,6022.0,2.15
18,-20.0,-20.0,20.0,8000.0,6022.0,2.15
19,0.0,-20.0,20.0,8000.0,6022.0,2.15
20,20.0,-20.0,20.0,8000.0,6022.0,2.15
21,-20.0,0.0,20.0,8000.0,6022.0,2.15
22,0.0,0.0,20.0,8000.0,6022.0,2.15
23,20.0,0.0,20.0,8000.0,6022.0,2.15
24,-20.0,20.0,20.0,8000.0,6022.0,2.15
25,0.0,20.0,20.0,8000.0,6022.0,2.15
26,20.0,20.0,20.0,8000.0,6022.0,2.15
0,-20.0,-20.0,-20.0,8000.0,6022.0,2.16
1,0.0,-20.0,-20.0,8000.0,6022.0,2.16
2,20.0,-20.0,-20.0,8000.0,6022.0,2.16
3,-20.0,0.0,-20.0,8000.0,6022.0,2.16
4,0.0,0.0,-20.0,8000.0,6022.0,2.16
5,20.0,0.0,-20.0,8000.0,6022.0,2.16
6,-20.0,20.0,-20.0,8000.0,6022.0,2.16
7,0.0,20.0,-20.0,8000.0,6022.0,2.16
8,20.0,20.0,-20.0,8000.0,6022.0,2.16
9,-20.0,-20.0,0.0,8000.0,6022.0,2.16
10,0.0,-20.0,0.0,8000.0,6022.0,2.16
11,20.0,-20.0,0.0,8000.0,6022.0,2.16
12,-20.0,0.0,0.0,8000.0,6022.0,2.16
13,0.0,0.0,0.0,8000.0,5664.922387663928,2.16
14,20.0,0.0,0.0,8000.0,6022.0,2.16
15,-20.0,20.0,0.0,8000.0,6022.0,2.16
16,0.0,20.0,0.0,8000.0,6022.0,2.16
17,20.0,20.0,0.0,8000.0,6022.0,2.16
18,-20.0,-20.0,20.0,8000.0,6022.0,2.16
19,0.0,-20.0,20.0,8000.0,6022.0,2.16
20,20.0,-20.0,20.0,8000.0,6022.0,2.16
21,-20.0,0.0,20.0,8000.0,6022.0,2.16
22,0.0,0.0,20.0,8000.0,6022.0,2.16
23,20.0,0.0,20.0,8000.0,6022.0,2.16
24,-20.0,20.0,20.0,8000.0,6022.0,2.16
25,0.0,20.0,20.0,8000.0,6022.0,2.16
26,20.0,20.0,20.0,8000.0,6022.0,2.16
0,-20.0,-20.0,-20.0,8000.0,6022.0,2.17
1,0.0,-20.0,-20.0,8000.0,6022.0,2.17
2,20.0,-20.0,-20.0,8000.0,6022.0,2.17
3,-20.0,0.0,-20.0,8000.0,6022.0,2.17
4,0.0,0.0,-20.0,8000.0,6022.0,2.17
5,20.0,0.0,-20.0,8000.0,6022.0,2.17
6,-20.0,20.0,-20.0,8000.0,6022.0,2.17
7,0.0,20.0,-20.0,8000.0,6022.0,2.17
8,20.0,20.0,-20.0,8000.0,6022.0,2.17
9,-20.0,-20.0,0.0,8000.0,6022.0,2.17
10,0.0,-20.0,0.0,8000.0,6022.0,2.17
11,20.0,-20.0,0.0,8000.0,6022.0,2.17
12,-20.0,0.0,0.0,8000.0,6022.0,2.17
13,0.0,0.0,0.0,8000.0,5664.922387663928,2.17
14,20.0,0.0,0.0,8000.0,6022.0,2.17
15,-20.0,20.0,0.0,8000.0,6022.0,2.17
16,0.0,20.0,0.0,8000.0,6022.0,2.17
17,20.0,20.0,0.0,8000.0,6022.0,2.17
18,-20.0,-20.0,20.0,8000.0,6022.0,2.17
19,0.0,-20.0,20.0,8000.0,6022.0,2.17
20,20.0,-20.0,20.0,8000.0,6022.0,2.17
21,-20.0,0.0,20.0,8000.0,6022.0,2.17
22,0.0,0.0,20.0,8000.0,6022.0,2.17
23,20.0,0.0,20.0,8000.0,6022.0,2.17
24,-20.0,20.0,20.0,8000.0,6022.0,2.17
25,0.0,20.0,20.0,8000.0,6022.0,2.17
26,20.0,20.0,20.0,8000.0,6022.0,2.17
0,-20.0,-20.0,-20.0,8000.0,6022.0,2.18
1,0.0,-20.0,-20.0,8000.0,6022.0,2.18
2,20.0,-20.0,-20.0,8000.0,6022.0,2.18
3,-20.0,0.0,-20.0,8000.0,6022.0,2.18
4,0.0,0.0,-20.0,8000.0,6022.0,2.18
5,20.0,0.0,-20.0,8000.0,6022.0,2.18
6,-20.0,20.0,-20.0,8000.0,6022.0,2.18
7,0.0,20.0,-20.0,8000.0,6022.0,2.18
8,20.0,20.0,-20.0,8000.0,6022.0,2.18
9,-20.0,-20.0,0.0,8000.0,6022.0,2.18
10,0.0,-20.0,0.0,8000.0,6022.0,2.18
11,20.0,-20.0,0.0,8000.0,6022.0,2.18
12,-20.0,0.0,0.0,8000.0,6022.0,2.18
13,0.0,0.0,0.0,8000.0,5664.922387663928,2.18
14,20.0,0.0,0.0,8000.0,6022.0,2.18
15,-20.0,20.0,0.0,8000.0,6022.0,2.18
16,0.0,20.0,0.0,8000.0,6022.0,2.18
17,20.0,20.0,0.0,8000.0,6022.0,2.18
18,-20.0,-20.0,20.0,8000.0,6022.0,2.18
19,0.0,-20.0,20.0,8000.0,6022.0,2.18
20,20.0,-20.0,20.0,8000.0,6022.0,2.18
21,-20.0,0.0,20.0,8000.0,6022.0,2.18
22,0.0,0.0,20.0,8000.0,6022.0,2.18
23,20.0,0.0,20.0,8000.0,6022.0,2.18
24,-20.0,20.0,20.0,8000.0,6022.0,2.18
25,0.0,20.0,20.0,8000.0,6022.0,2.18
26,20.0,20.0,20.0,8000.0,6022.0,2.18
0,-20.0,-20.0,-20.0,8000.0,6022.0,2.19
1,0.0,-20.0,-20.0,8000.0,6022.0,2.19
2,20.0,-20.0,-20.0,8000.0,6022.0,2.19
3,-20.0,0.0,-20.0,8000.0,6022.0,2.19
4,0.0,0.0,-20.0,8000.0,6022.0,2.19
5,20.0,0.0,-20.0,8000.0,6022.0,2.19
6,-20.0,20.0,-20.0,8000.0,6022.0,2.19
7,0.0,20.0,-20.0,8000.0,6022.0,2.19
8,20.0,20.0,-20.0,8000.0,6022.0,2.19
9,-20.0,-20.0,0.0,8000.0,6022.0,2.19
10,0.0,-20.0,0.0,8000.0,6022.0,2.19
11,20.0,-20.0,0.0,8000.0,6022.0,2.19
12,-20.0,0.0,0.0,8000.0,6022.0,2.19
13,0.0,0.0,0.0,8000.0,5664.922387663928,2.19
14,20.0,0.0,0.0,8000.0,6022.0,2.19
15,-20.0,20.0,0.0,8000.0,6022.0,2.19
16,0.0,20.0,0.0,8000.0,6022.0,2.19
17,20.0,20.0,0.0,8000.0,6022.0,2.19
18,-20.0,-20.0,20.0,8000.0,6022.0,2.19
19,0.0,-20.0,20.0,8000.0,6022.0,2.19
20,20.0,-20.0,20.0,8000.0,6022.0,2.19
21,-20.0,0.0,20.0,8000.0,6022.0,2.19
22,0.0,0.0,20.0,8000.0,6022.0,2.19
23,20.0,0.0,20.0,8000.0,6022.0,2.19
24,-20.0,20.0,20.0,8000.0,6022.0,2.19
25,0.0,20.0,20.0,8000.0,6022.0,2.19
26,20.0,20.0,20.0,8000.0,6022.0,2.19
0,-20.0,-20.0,-20.0,8000.0,6022.0,2.2
1,0.0,-20.0,-20.0,8000.0,6022.0,2.2
2,20.0,-20.0,-20.0,8000.0,6022.0,2.2
3,-20.0,0.0,-20.0,8000.0,6022.0,2.2
4,0.0,0.0,-20.0,8000.0,6022.0,2.2
5,20.0,0.0,-20.0,8000.0,6022.0,2.2
6,-20.0,20.0,-20.0,8000.0,6022.0,2.2
7,0.0,20.0,-20.0,8000.0,6022.0,2.2
8,20.0,20.0,-20.0,8000.0,6022.0,2.2
9,-20.0,-20.0,0.0,8000.0,6022.0,2.2
10,0.0,-20.0,0.0,8000.0,6022.0,2.2
11,20.0,-20.0,0.0,8000.0,6022.0,2.2
12,-20.0,0.0,0.0,8000.0,6022.0,2.2
13,0.0,0.0,0.0,8000.0,5664.922387663928,2.2
14,20.0,0.0,0.0,8000.0,6022.0,2.2
15,-20.0,20.0,0.0,8000.0,6022.0,2.2
16,0.0,20.0,0.0,8000.0,6022.0,2.2
17,20.0,20.0,0.0,8000.0,6022.0,2.2
18,-20.0,-20.0,20.0,8000.0,6022.0,2.2
19,0.0,-20.0,20.0,8000.0,6022.0,2.2
20,20.0,-20.0,20.0,8000.0,6022.0,2.2
21,-20.0,0.0,20.0,8000.0,6022.0,2.2
22,0.0,0.0,20.0,8000.0,6022.0,2.2
23,20.0,0.0,20.0,8000.0,6022.0,2.2
24,-20.0,20.0,20.0,8000.0,6022.0,2.2
25,0.0,20.0,20.0,8000.0,6022.0,2.2
26,20.0,20.0,20.0,8000.0,6022.0,2.2
0,-20.0,-20.0,-20.0,8000.0,6022.0,2.21
1,0.0,-20.0,-20.0,8000.0,6022.0,2.21
2,20.0,-20.0,-20.0,8000.0,6022.0,2.21
3,-20.0,0.0,-20.0,8000.0,6022.0,2.21
4,0.0,0.0,-20.0,8000.0,6022.0,2.21
5,20.0,0.0,-20.0,8000.0,6022.0,2.21
6,-20.0,20.0,-20.0,8000.0,6022.0,2.21
7,0.0,20.0,-20.0,8000.0,6022.0,2.21
8,20.0,20.0,-20.0,8000.0,6022.0,2.21
9,-20.0,-20.0,0.0,8000.0,6022.0,2.21
10,0.0,-20.0,0.0,8000.0,6022.0,2.21
11,20.0,-20.0,0.0,8000.0,6022.0,2.21
12,-20.0,0.0,0.0,8000.0,6022.0,2.21
13,0.0,0.0,0.0,8000.0,5664.922387663928,2.21
14,20.0,0.0,0.0,8000.0,6022.0,2.21
15,-20.0,20.0,0.0,8000.0,6022.0,2.21
16,0.0,20.0,0.0,8000.0,6022.0,2.21
17,20.0,20.0,0.0,8000.0,6022.0,2.21
18,-20.0,-20.0,20.0,8000.0,6022.0,2.21
19,0.0,-20.0,20.0,8000.0,6022.0,2.21
20,20.0,-20.0,20.0,8000.0,6022.0,2.21
21,-20.0,0.0,20.0,8000.0,6022.0,2.21
22,0.0,0.0,20.0,8000.0,6022.0,2.21
23,20.0,0.0,20.0,8000.0,6022.0,2.21
24,-20.0,20.0,20.0,8000.0,6022.0,2.21
25,0.0,20.0,20.0,8000.0,6022.0,2.21
26,20.0,20.0,20.0,8000.0,6022.0,2.21
0,-20.0,-20.0,-20.0,8000.0,6022.0,2.22
1,0.0,-20.0,-20.0,8000.0,6022.0,2.22
2,20.0,-20.0,-20.0,8000.0,6022.0,2.22
3,-20.0,0.0,-20.0,8000.0,6022.0,2.22
4,0.0,0.0,-20.0,8000.0,6022.0,2.22
5,20.0,0.0,-20.0,8000.0,6022.0,2.22
6,-20.0,20.0,-20.0,8000.0,6022.0,2.22
7,0.0,20.0,-20.0,8000.0,6022.0,2.22
8,20.0,20.0,-20.0,8000.0,6022.0,2.22
9,-20.0,-20.0,0.0,8000.0,6022.0,2.22
10,0.0,-20.0,0.0,8000.0,6022.0,2.22
11,20.0,-20.0,0.0,8000.0,6022.0,2.22
12,-20.0,0.0,0.0,8000.0,6022.0,2.22
13,0.0,0.0,0.0,8000.0,5664.922387663928,2.22
14,20.0,0.0,0.0,8000.0,6022.0,2.22
15,-20.0,20.0,0.0,8000.0,6022.0,2.22
16,0.0,20.0,0.0,8000.0,6022.0,2.22
17,20.0,20.0,0.0,8000.0,6022.0,2.22
18,-20.0,-20.0,20.0,8000.0,6022.0,2.22
19,0.0,-20.0,20.0,8000.0,6022.0,2.22
20,20.0,-20.0,20.0,8000.0,6022.0,2.22
21,-20.0,0.0,20.0,8000.0,6022.0,2.22
22,0.0,0.0,20.0,8000.0,6022.0,2.22
23,20.0,0.0,20.0,8000.0,6022.0,2.22
24,-20.0,20.0,20.0,8000.0,6022.0,2.22
25,0.0,20.0,20.0,8000.0,6022.0,2.22
26,20.0,20.0,20.0,8000.0,6022.0,2.22
0,-20.0,-20.0,-20.0,8000.0,6022.0,2.23
1,0.0,-20.0,-20.0,8000.0,6022.0,2.23
2,20.0,-20.0,-20.0,8000.0,6022.0,2.23
3,-20.0,0.0,-20.0,8000.0,6022.0,2.23
4,0.0,0.0,-20.0,8000.0,6022.0,2.23
5,20.0,0.0,-20.0,8000.0,6022.0,2.23
6,-20.0,20.0,-20.0,8000.0,6022.0,2.23
7,0.0,20.0,-20.0,8000.0,6022.0,2.23
8,20.0,20.0,-20.0,8000.0,6022.0,2.23
9,-20.0,-20.0,0.0,8000.0,6022.0,2.23
10,0.0,-20.0,0.0,8000.0,6022.0,2.23
11,20.0,-20.0,0.0,8000.0,6022.0,2.23
12,-20.0,0.0,0.0,8000.0,6022.0,2.23
13,0.0,0.0,0.0,8000.0,5664.922387663928,2.23
14,20.0,0.0,0.0,8000.0,6022.0,2.23
15,-20.0,20.0,0.0,8000.0,6022.0,2.23
16,0.0,20.0,0.0,8000.0,6022.0,2.23
17,20.0,20.0,0.0,8000.0,6022.0,2.23
18,-20.0,-20.0,20.0,8000.0,6022.0,2.23
19,0.0,-20.0,20.0,8000.0,6022.0,2.23
20,20.0,-20.0,20.0,8000.0,6022.0,2.23
21,-20.0,0.0,20.0,8000.0,6022.0,2.23
22,0.0,0.0,20.0,8000.0,6022.0,2.23
23,20.0,0.0,20.0,8000.0,6022.0,2.23
24,-20.0,20.0,20.0,8000.0,6022.0,2.23
25,0.0,20.0,20.0,8000.0,6022.0,2.23
26,20.0,20.0,20.0,8000.0,6022.0,2.23
0,-20.0,-20.0,-20.0,8000.0,6022.0,2.24
1,0.0,-20.0,-20.0,8000.0,6022.0,2.24
2,20.0,-20.0,-20.0,8000.0,6022.0,2.24
3,-20.0,0.0,-20.0,8000.0,6022.0,2.24
4,0.0,0.0,-20.0,8000.0,6022.0,2.24
5,20.0,0.0,-20.0,8000.0,6022.0,2.24
6,-20.0,20.0,-20.0,8000.0,6022.0,2.24
7,0.0,20.0,-20.0,8000.0,6022.0,2.24
8,20.0,20.0,-20.0,8000.0,6022.0,2.24
9,-20.0,-20.0,0.0,8000.0,6022.0,2.24
10,0.0,-20.0,0.0,8000.0,6022.0,2.24
11,20.0,-20.0,0.0,8000.0,6022.0,2.24
12,-20.0,0.0,0.0,8000.0,6022.0,2.24
13,0.0,0.0,0.0,8000.0,5664.922387663928,2.24
14,20.0,0.0,0.0,8000.0,6022.0,2.24
15,-20.0,20.0,0.0,8000.0,6022.0,2.24
16,0.0,20.0,0.0,8000.0,6022.0,2.24
17,20.0,20.0,0.0,8000.0,6022.0,2.24
18,-20.0,-20.0,20.0,8000.0,6022.0,2.24
19,0.0,-20.0,20.0,8000.0,6022.0,2.24
20,20.0,-20.0,20.0,8000.0,6022.0,2.24
21,-20.0,0.0,20.0,8000.0,6022.0,2.24
22,0.0,0.0,20.0,8000.0,6022.0,2.24
23,20.0,0.0,20.0,8000.0,6022.0,2.24
24,-20.0,20.0,20.0,8000.0,6022.0,2.24
25,0.0,20.0,20.0,8000.0,6022.0,2.24
26,20.0,20.0,20.0,8000.0,6022.0,2.24
0,-20.0,-20.0,-20.0,8000.0,6022.0,2.25
1,0.0,-20.0,-20.0,8000.0,6022.0,2.25
2,20.0,-20.0,-20.0,8000.0,6022.0,2.25
3,-20.0,0.0,-20.0,8000.0,6022.0,2.25
4,0.0,0.0,-20.0,8000.0,6022.0,2.25
5,20.0,0.0,-20.0,8000.0,6022.0,2.25
6,-20.0,20.0,-20.0,8000.0,6022.0,2.25
7,0.0,20.0,-20.0,8000.0,6022.0,2.25
8,20.0,20.0,-20.0,8000.0,6022.0,2.25
9,-20.0,-20.0,0.0,8000.0,6022.0,2.25
10,0.0,-20.0,0.0,8000.0,6022.0,2.25
11,20.0,-20.0,0.0,8000.0,6022.0,2.25
12,-20.0,0.0,0.0,8000.0,6022.0,2.25
13,0.0,0.0,0.0,8000.0,5664.922387663928,2.25
14,20.0,0.0,0.0,8000.0,6022.0,2.25
15,-20.0,20.0,0.0,8000.0,6022.0,2.25
16,0.0,20.0,0.0,8000.0,6022.0,2.25
17,20.0,20.0,0.0,8000.0,6022.0,2.25
18,-20.0,-20.0,20.0,8000.0,6022.0,2.25
19,0.0,-20.0,20.0,8000.0,6022.0,2.25
20,20.0,-20.0,20.0,8000.0,6022.0,2.25
21,-20.0,0.0,20.0,8000.0,6022.0,2.25
22,0.0,0.0,20.0,8000.0,6022.0,2.25
23,20.0,0.0,20.0,8000.0,6022.0,2.25
24,-20.0,20.0,20.0,8000.0,6022.0,2.25
25,0.0,20.0,20.0,8000.0,6022.0,2.25
26,20.0,20.0,20.0,8000.0,6022.0,2.25
0,-20.0,-20.0,-20.0,8000.0,6022.0,2.2600000000000002
1,0.0,-20.0,-20.0,8000.0,6022.0,2.2600000000000002
2,20.0,-20.0,-20.0,8000.0,6022.0,2.2600000000000002
3,-20.0,0.0,-20.0,8000.0,6022.0,2.2600000000000002
4,0.0,0.0,-20.0,8000.0,6022.0,2.2600000000000002
5,20.0,0.0,-20.0,8000.0,6022.0,2.2600000000000002
6,-20.0,20.0,-20.0,8000.0,6022.0,2.2600000000000002
7,0.0,20.0,-20.0,8000.0,6022.0,2.2600000000000002
8,20.0,20.0,-20.0,8000.0,6022.0,2.2600000000000002
9,-20.0,-20.0,0.0,8000.0,6022.0,2.2600000000000002
10,0.0,-20.0,0.0,8000.0,6022.0,2.2600000000000002
11,20.0,-20.0,0.0,8000.0,6022.0,2.2600000000000002
12,-20.0,0.0,0.0,8000.0,6022.0,2.2600000000000002
13,0.0,0.0,0.0,8000.0,5664.922387663928,2.2600000000000002
14,20.0,0.0,0.0,8000.0,6022.0,2.2600000000000002
15,-20.0,20.0,0.0,8000.0,6022.0,2.2600000000000002
16,0.0,20.0,0.0,8000.0,6022.0,2.2600000000000002
17,20.0,20.0,0.0,8000.0,6022.0,2.2600000000000002
18,-20.0,-20.0,20.0,8000.0,6022.0,2.2600000000000002
19,0.0,-20.0,20.0,8000.0,6022.0,2.2600000000000002
20,20.0,-20.0,20.0,8000.0,6022.0,2.2600000000000002
21,-20.0,0.0,20.0,8000.0,6022.0,2.2600000000000002
22,0.0,0.0,20.0,8000.0,6022.0,2.2600000000000002
23,20.0,0.0,20.0,8000.0,6022.0,2.2600000000000002
24,-20.0,20.0,20.0,8000.0,6022.0,2.2600000000000002
25,0.0,20.0,20.0,8000.0,6022.0,2.2600000000000002
26,20.0,20.0,20.0,8000.0,6022.0,2.2600000000000002
0,-20.0,-20.0,-20.0,8000.0,6022.0,2.27
1,0.0,-20.0,-20.0,8000.0,6022.0,2.27
2,20.0,-20.0,-20.0,8000.0,6022.0,2.27
3,-20.0,0.0,-20.0,8000.0,6022.0,2.27
4,0.0,0.0,-20.0,8000.0,6022.0,2.27
5,20.0,0.0,-20.0,8000.0,6022.0,2.27
6,-20.0,20.0,-20.0,8000.0,6022.0,2.27
7,0.0,20.0,-20.0,8000.0,6022.0,2.27
8,20.0,20.0,-20.0,8000.0,6022.0,2.27
9,-20.0,-20.0,0.0,8000.0,6022.0,2.27
10,0.0,-20.0,0.0,8000.0,6022.0,2.27
11,20.0,-20.0,0.0,8000.0,6022.0,2.27
12,-20.0,0.0,0.0,8000.0,6022.0,2.27
13,0.0,0.0,0.0,8000.0,5664.922387663928,2.27
14,20.0,0.0,0.0,8000.0,6022.0,2.27
15,-20.0,20.0,0.0,8000.0,6022.0,2.27
16,0.0,20.0,0.0,8000.0,6022.0,2.27
17,20.0,20.0,0.0,8000.0,6022.0,2.27
18,-20.0,-20.0,20.0,8000.0,6022.0,2.27
19,0.0,-20.0,20.0,8000.0,6022.0,2.27
20,20.0,-20.0,20.0,8000.0,6022.0,2.27
21,-20.0,0.0,20.0,8000.0,6022.0,2.27
22,0.0,0.0,20.0,8000.0,6022.0,2.27
23,20.0,0.0,20.0,8000.0,6022.0,2.27
24,-20.0,20.0,20.0,8000.0,6022.0,2.27
25,0.0,20.0,20.0,8000.0,6022.0,2.27
26,20.0,20.0,20.0,8000.0,6022.0,2.27
0,-20.0,-20.0,-20.0,8000.0,6022.0,2.2800000000000002
1,0.0,-20.0,-20.0,8000.0,6022.0,2.2800000000000002
2,20.0,-20.0,-20.0,8000.0,6022.0,2.2800000000000002
3,-20.0,0.0,-20.0,8000.0,6022.0,2.2800000000000002
4,0.0,0.0,-20.0,8000.0,6022.0,2.2800000000000002
5,20.0,0.0,-20.0,8000.0,6022.0,2.2800000000000002
6,-20.0,20.0,-20.0,8000.0,6022.0,2.2800000000000002
7,0.0,20.0,-20.0,8000.0,6022.0,2.2800000000000002
8,20.0,20.0,-20.0,8000.0,6022.0,2.2800000000000002
9,-20.0,-20.0,0.0,8000.0,6022.0,2.2800000000000002
10,0.0,-20.0,0.0,8000.0,6022.0,2.2800000000000002
11,20.0,-20.0,0.0,8000.0,6022.0,2.2800000000000002
12,-20.0,0.0,0.0,8000.0,6022.0,2.2800000000000002
13,0.0,0.0,0.0,8000.0,5664.922387663928,2.2800000000000002
14,20.0,0.0,0.0,8000.0,6022.0,2.2800000000000002
