tool,run_id,dx_um,dt_min,average_source,center_source,resolution_label,time_min,average_uM,center_uM
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,2.4,8.870195690645133,4.612596521273813
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,2.5,8.86950406373241,4.608219318617576
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,2.6,8.868960573925671,4.604779030349077
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,2.7,8.868533487222424,4.602075200496376
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,2.8,8.868197869719653,4.599950227143346
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,2.9,8.867934129645176,4.598280214704432
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,3.0,8.86772687231016,4.596967773366475
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,3.1,8.867564000689958,4.595936353454284
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,3.2,8.867436008864082,4.595125788854923
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,3.3,8.867335426914261,4.594488792280181
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,3.4,8.867256384785943,4.593988199548415
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,3.5,8.867194269601484,4.593594803092424
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,3.6,8.867145456390945,4.593285648875328
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,3.7,8.867107096505489,4.593042697694092
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,3.8,8.867076951352969,4.592851772968085
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,3.9,8.867053261745562,4.592701733740285
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,4.0,8.867034645230367,4.592583824709025
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,4.1,8.867020015408865,4.592491165407381
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,4.2,8.867008518535409,4.592418348748787
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,4.3,8.866999483693862,4.592361125528272
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,4.4,8.866992383644323,4.592316156478152
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,4.5,8.866986804054735,4.592280817415048
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,4.6,8.866982419321658,4.592253046111063
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,4.7,8.866978973569095,4.592231221955187
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,4.8,8.866976265716426,4.592214071383816
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,4.9,8.866974137744043,4.592200593562402
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,5.0,8.866972465471903,4.592190001981781
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,5.1,8.866971151312862,4.592181678561289
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,5.2,8.86697011857784,4.592175137580406
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,5.3,8.866969307000543,4.592169997334299
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,5.4,8.86696866922057,4.592165957859183
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,5.5,8.866968168019644,4.592162783427719
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,5.6,8.866967774149687,4.592160288792969
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,5.7,8.866967464626029,4.592158328378149
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,5.8,8.866967221386115,4.5921567877813825
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,5.9,8.86696703023544,4.592155577099659
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,6.0,8.86696688001922,4.59215462568248
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,6.1,8.866966761971439,4.592153878008976
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,6.2,8.866966669203306,4.592153290447939
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,6.3,8.866966596301243,4.5921528287116695
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,6.4,8.866966539010981,4.5921524658551025
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,6.5,8.86696649398929,4.59215218070339
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,6.6,8.866966458608884,4.592151956616225
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,6.7,8.866966430805105,4.592151780516782
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,6.8,8.866966408955442,4.592151642128608
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,6.9,8.866966391784826,4.592151533375927
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,7.0,8.86696637829126,4.592151447912369
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,7.1,8.866966367687308,4.592151380750624
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,7.2,8.866966359354166,4.592151327971403
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,7.3,8.866966352805544,4.592151286494724
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,7.4,8.866966347659297,4.592151253900178
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,7.5,8.866966343615102,4.5921512282856725
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,7.6,8.866966340436965,4.592151208156452
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,7.7,8.866966337939418,4.592151192337854
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,7.8,8.866966335976713,4.592151179906773
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,7.9,8.866966334434318,4.592151170137777
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,8.0,8.866966333222223,4.5921511624607865
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,8.1,8.866966332269696,4.592151156427807
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,8.2,8.86696633152115,4.592151151686774
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,8.3,8.866966330932902,4.592151147961021
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,8.4,8.866966330470627,4.592151145033133
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,8.5,8.866966330107344,4.5921511427322415
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,8.6,8.866966329821862,4.5921511409240825
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,8.7,8.866966329597513,4.592151139503135
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,8.8,8.866966329421208,4.59215113838648
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,8.9,8.86696632928266,4.592151137508955
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,9.0,8.86696632917378,4.592151136819348
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,9.1,8.866966329088214,4.592151136277418
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,9.2,8.866966329020975,4.592151135851543
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,9.3,8.866966328968134,4.592151135516868
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,9.4,8.86696632892661,4.592151135253863
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,9.5,8.866966328893977,4.592151135047177
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,9.6,8.866966328868331,4.592151134884755
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,9.7,8.86696632884818,4.592151134757113
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,9.8,8.866966328832342,4.592151134656807
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,9.9,8.866966328819897,4.592151134577981
PhysiCell,PhysiCell_dx_40um,40.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=40 um,10.0,8.866966328810115,4.592151134516035
