tool,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,average_source,center_source,raw_center_source,time_min,average_uM,center_uM,raw_center_uM
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p01min,10.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.0,10.0,10.0,10.0
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p01min,10.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.1,9.956031890817037,7.854409340826184,7.341996314023811
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p01min,10.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.2,9.922874578571468,7.358528402980234,7.175476709759406
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p01min,10.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.3,9.89259880516474,7.046776530876027,6.789552931912836
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p01min,10.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.4,9.864234168564929,6.840091389600183,6.537038354367147
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p01min,10.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.5,9.837864769787139,6.694384776123945,6.367436469143129
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p01min,10.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.6,9.813629329950466,6.585649440812714,6.245585587676047
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p01min,10.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.7,9.791592499369353,6.500929456859261,6.153222948021785
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p01min,10.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.8,9.771729153367414,6.432780861071242,6.08038643670189
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p01min,10.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.9,9.753945057805765,6.376657036411622,6.021259042915085
