time_min,average_uM,center_corner_mean_uM
0.0,10.0,10.0
0.1,9.989899710554418,9.747902003726878
0.2,9.980495487324404,9.57491693991427
0.3,9.971867203200837,9.451278316005315
0.4,9.964050238329408,9.35967255375567
0.5,9.957040737027002,9.28967646398189
0.6,9.950806303628156,9.234797934236909
0.7,9.9452964545639,9.190856149216728
0.8,9.940450986835737,9.155069778591205
0.9,9.936206018174959,9.125529461418347
1.0,9.932498030121657,9.100884453589586
1.1,9.92926638239067,9.08015171868092
1.2,9.926454733163252,9.062596765253552
1.3,9.924011714097569,9.047657517683156
1.4,9.921891119706494,9.034894573191925
1.5,9.920051795412133,9.023957976343063
1.6,9.918457350584108,9.014564537574618
1.7,9.91707578053727,9.006482009512759
1.8,9.915879051643227,8.999517805146482
1.9,9.914842683247752,8.993510778489345
2.0,9.913945346351701,8.988325107865851
2.1,9.913168489985626,8.98384564967024
2.2,9.9124960004078,8.979974340135856
2.3,9.911913894630457,8.976627358602402
2.4,9.911410047598773,8.973732855004158
2.5,9.910973951111087,8.971229103577398
2.6,9.910596501939423,8.96906298462883
2.7,9.910269816360744,8.96718872331667
2.8,9.90998706829272,8.965566833079658
2.9,9.909742348346196,8.964163224403858
3.0,9.909530541296949,8.962948448874311
3.1,9.90934721970327,8.961897055128416
3.2,9.909188551628036,8.960987038214995
3.3,9.909051220650895,8.960199367507041
3.4,9.908932356569197,8.959517581082139
3.5,9.90882947538193,8.958927436620819
3.6,9.908740427327162,8.958416610551058
3.7,9.908663351901106,8.957974438505522
3.8,9.908596638925937,8.95759169124094
3.9,9.90853889485607,8.957260381055672
4.0,9.908488913619765,8.956973594475402
4.1,9.908445651386415,8.95672534758991
4.2,9.90840820473142,8.956510460939317
4.3,9.908375791741232,8.956324451284747
4.4,9.908347735662586,8.95616343796938
4.5,9.908323450753254,8.956024061892784
4.6,9.908302430037669,8.955903415392822
4.7,9.90828423471086,8.955798981562285
4.8,9.908268484968623,8.955708581727961
4.9,9.908254852071776,8.955630329992259
5.0,9.908243051478369,8.955562593886485
5.1,9.908232836899952,8.955503960313301
5.2,9.908223995157522,8.955453206066835
5.3,9.908216341729492,8.955409272314881
5.4,9.908209716898496,8.955371242510463
5.5,9.908203982416472,8.955338323271736
5.6,9.908199018618252,8.955309827831325
5.7,9.908194721923323,8.955285161709693
5.8,9.908191002673528,8.955263810313694
5.9,9.908187783261514,8.95524532820159
6.0,9.90818499651082,8.955229329790592
6.1,9.908182584273764,8.955215481313083
6.2,9.908180496217826,8.955203493853734
6.3,9.908178688775195,8.95519311732227
6.4,9.908177124233513,8.95518413523614
6.5,9.908175769948869,8.955176360204307
6.6,9.90817459766457,8.955169630017894
6.7,9.90817358292148,8.955163804266167
6.8,9.90817270454762,8.955158761407265
6.9,9.908171944216388,8.955154396232562
7.0,9.90817128606413,8.955150617671766
7.1,9.908170716359143,8.955147346892971
7.2,9.908170223215135,8.95514451565803
7.3,9.908169796343216,8.955142064898926
7.4,9.908169426837226,8.955139943485454
7.5,9.908169106987897,8.955138107158529
7.6,9.908168830121998,8.955136517606793
7.7,9.908168590463106,8.95513514166735
7.8,9.908168383011084,8.955133950633897
7.9,9.908168203437754,8.955132919657816
8.0,9.908168047996588,8.955132027229775
8.1,9.908167913444547,8.95513125473096
8.2,9.90816779697442,8.955130586044662
8.3,9.908167696156237,8.95513000722001
8.4,9.908167608886597,8.955129506180919
8.5,9.908167533344761,8.955129072474158
8.6,9.90816746795468,8.955128697051245
8.7,9.908167411352093,8.955128372079688
8.8,9.908167362356085,8.955128090779567
8.9,9.908167319944445,8.955127847282078
9.0,9.90816728323232,8.955127636507102
9.1,9.908167251453778,8.955127454057209
9.2,9.908167223945815,8.955127296125923
9.3,9.908167200134532,8.955127159418304
9.4,9.908167179523138,8.955127041082195
9.5,9.90816716168162,8.955126938648737
9.6,9.908167146237744,8.955126849980843
9.7,9.908167132869304,8.955126773228624
9.8,9.908167121297389,8.95512670679079
9.9,9.908167111280571,8.95512664928123
10.0,9.908167102609868,8.955126599500119
