id,total_volume,current_phase,dt,elapsed_time_in_phase
4.0,512.8385350795851,4.0,2140.0,18.0000000003929
0.0,501.8661689773752,4.0,2150.0,48.00000000104774
2.0,513.4294753439132,4.0,2150.0,30.000000000654836
3.0,501.8661689773752,4.0,2150.0,48.00000000104774
4.0,513.4294753439132,4.0,2150.0,30.000000000654836
0.0,502.47238679462777,4.0,2160.0,54.000000001178705
2.0,513.7126149463893,4.0,2160.0,36.0000000007858
3.0,502.47238679462777,4.0,2160.0,54.000000001178705
4.0,513.7126149463893,4.0,2160.0,36.0000000007858
0.0,503.6345665231131,4.0,2170.0,66.00000000144064
2.0,514.2553732881147,4.0,2170.0,48.00000000104774
3.0,503.6345665231131,4.0,2170.0,66.00000000144064
4.0,514.2553732881147,4.0,2170.0,48.00000000104774
0.0,504.73278854070287,4.0,2180.0,78.00000000170257
2.0,514.7682174399471,4.0,2180.0,60.00000000130967
3.0,504.73278854070287,4.0,2180.0,78.00000000170257
4.0,514.7682174399471,4.0,2180.0,60.00000000130967
0.0,505.25901387617796,4.0,2190.0,84.00000000183354
2.0,515.0139417611238,4.0,2190.0,66.00000000144064
3.0,505.25901387617796,4.0,2190.0,84.00000000183354
4.0,515.0139417611238,4.0,2190.0,66.00000000144064
0.0,506.26778825875294,4.0,2200.0,96.00000000209548
2.0,515.484984699519,4.0,2200.0,78.00000000170257
3.0,506.26778825875294,4.0,2200.0,96.00000000209548
4.0,515.484984699519,4.0,2200.0,78.00000000170257
0.0,507.220990929994,4.0,2210.0,108.00000000235741
2.0,515.9300759405047,4.0,2210.0,90.00000000196451
3.0,507.220990929994,4.0,2210.0,108.00000000235741
4.0,515.9300759405047,4.0,2210.0,90.00000000196451
0.0,507.67771142792037,4.0,2220.0,114.00000000248838
2.0,516.1433410171688,4.0,2220.0,96.00000000209548
3.0,507.67771142792037,4.0,2220.0,114.00000000248838
4.0,516.1433410171688,4.0,2220.0,96.00000000209548
0.0,508.5532177224761,4.0,2230.0,126.00000000275031
2.0,516.552168981023,4.0,2230.0,108.00000000235741
3.0,508.5532177224761,4.0,2230.0,126.00000000275031
4.0,516.552168981023,4.0,2230.0,108.00000000235741
0.0,509.38046554413074,4.0,2240.0,138.00000000301225
2.0,516.9384837101487,4.0,2240.0,120.00000000261934
3.0,509.38046554413074,4.0,2240.0,138.00000000301225
4.0,516.9384837101487,4.0,2240.0,120.00000000261934
0.0,509.7768275205549,4.0,2250.0,144.0000000031432
2.0,517.1235901843247,4.0,2250.0,126.00000000275031
3.0,509.7768275205549,4.0,2250.0,144.0000000031432
4.0,517.1235901843247,4.0,2250.0,126.00000000275031
0.0,510.53661826837924,4.0,2260.0,156.00000000340515
2.0,517.4784464429376,4.0,2260.0,138.00000000301225
3.0,510.53661826837924,4.0,2260.0,156.00000000340515
4.0,517.4784464429376,4.0,2260.0,138.00000000301225
0.0,511.25451805719456,4.0,2270.0,168.00000000366708
2.0,517.8137723410234,4.0,2270.0,150.00000000327418
3.0,511.25451805719456,4.0,2270.0,168.00000000366708
4.0,517.8137723410234,4.0,2270.0,150.00000000327418
0.0,511.5984852423135,4.0,2280.0,174.00000000379805
2.0,517.9744510477781,4.0,2280.0,156.00000000340515
3.0,511.5984852423135,4.0,2280.0,174.00000000379805
4.0,517.9744510477781,4.0,2280.0,156.00000000340515
0.0,512.2578374636167,4.0,2290.0,186.00000000405998
2.0,518.282486218169,4.0,2290.0,168.00000000366708
3.0,512.2578374636167,4.0,2290.0,186.00000000405998
4.0,518.282486218169,4.0,2290.0,168.00000000366708
0.0,512.8808361669849,4.0,2300.0,198.00000000432192
2.0,518.5735781836167,4.0,2300.0,180.00000000392902
3.0,512.8808361669849,4.0,2300.0,198.00000000432192
4.0,518.5735781836167,4.0,2300.0,180.00000000392902
0.0,513.1793342576931,4.0,2310.0,204.0000000044529
2.0,518.713065023681,4.0,2310.0,186.00000000405998
3.0,513.1793342576931,4.0,2310.0,204.0000000044529
4.0,518.713065023681,4.0,2310.0,186.00000000405998
0.0,513.7515297663126,4.0,2320.0,216.00000000471482
2.0,518.9804808603249,4.0,2320.0,198.00000000432192
3.0,513.7515297663126,4.0,2320.0,216.00000000471482
4.0,518.9804808603249,4.0,2320.0,198.00000000432192
0.0,514.2921830342874,4.0,2330.0,228.00000000497676
2.0,519.2331971660395,4.0,2330.0,210.00000000458385
3.0,514.2921830342874,4.0,2330.0,228.00000000497676
4.0,519.2331971660395,4.0,2330.0,210.00000000458385
0.0,514.5512295929884,4.0,2340.0,234.00000000510772
2.0,519.3542984353433,4.0,2340.0,216.00000000471482
3.0,514.5512295929884,4.0,2340.0,234.00000000510772
4.0,519.3542984353433,4.0,2340.0,216.00000000471482
0.0,515.0478061004364,4.0,2350.0,246.00000000536966
2.0,519.5864732127452,4.0,2350.0,228.00000000497676
3.0,515.0478061004364,4.0,2350.0,246.00000000536966
4.0,519.5864732127452,4.0,2350.0,228.00000000497676
0.0,515.5170179582948,4.0,2360.0,258.0000000056316
2.0,519.8058941406405,4.0,2360.0,240.0000000052387
3.0,515.5170179582948,4.0,2360.0,258.0000000056316
4.0,519.8058941406405,4.0,2360.0,240.0000000052387
