0	 -4.5, 0, 00	 4.5, 0, 0
1	 -4.95666, 0, 01	 4.96444, 0, 0
2	 -4.98046, 0, 02	 4.98854, 0, 0
3	 -4.98303, 0, 03	 4.99113, 0, 0
4	 -4.98338, 0, 04	 4.99149, 0, 0
5	 -4.98344, 0, 05	 4.99155, 0, 0
6	 -4.98344, 0, 06	 4.99155, 0, 0
7	 -4.98344, 0, 07	 4.99156, 0, 0
8	 -4.98344, 0, 08	 4.99156, 0, 0
9	 -4.98344, 0, 09	 4.99156, 0, 0
10	 -4.98344, 0, 010	 4.99156, 0, 0
11	 -4.98344, 0, 011	 4.99156, 0, 0
12	 -4.98344, 0, 012	 4.99156, 0, 0
13	 -4.98344, 0, 013	 4.99156, 0, 0
14	 -4.98344, 0, 014	 4.99156, 0, 0
15	 -4.98344, 0, 015	 4.99156, 0, 0
16	 -4.98344, 0, 016	 4.99156, 0, 0
17	 -4.98344, 0, 017	 4.99156, 0, 0
18	 -4.98344, 0, 018	 4.99156, 0, 0
19	 -4.98344, 0, 019	 4.99156, 0, 0
20	 -4.98344, 0, 020	 4.99156, 0, 0
21	 -4.98344, 0, 021	 4.99156, 0, 0
22	 -4.98344, 0, 022	 4.99156, 0, 0
23	 -4.98344, 0, 023	 4.99156, 0, 0
24	 -4.98344, 0, 024	 4.99156, 0, 0
25	 -4.98344, 0, 025	 4.99156, 0, 0
26	 -4.98344, 0, 026	 4.99156, 0, 0
27	 -4.98344, 0, 027	 4.99156, 0, 0
28	 -4.98344, 0, 028	 4.99156, 0, 0
29	 -4.98344, 0, 029	 4.99156, 0, 0
