tool,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,total_volume_um3,nuclear_volume_um3,time_min,average_uM,origin_center_uM,center_uM,cell_voxel_average_uM
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,0.0,10.0,10.0,10.0,10.0
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,0.1,9.981712019698719,7.986145624177878,9.848861041190743,9.848861041190743
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,0.2,9.969475250534837,7.676483867241772,9.61263345419853,9.61263345419853
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,0.3,9.957885506827946,7.513434971072586,9.448930549185143,9.448930549185143
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,0.4,9.94696396523263,7.409892548210712,9.335987020670245,9.335987020670245
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,0.5,9.936812403023719,7.336960641799483,9.253366480698839,9.253366480698839
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,0.6,9.927504206719751,7.282135358379294,9.189863018309115,9.189863018309115
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,0.7,9.919065407132877,7.239073837293804,9.139227634246613,9.139227634246613
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,0.8,9.91148168220844,7.204194797863277,9.097750104732324,9.097750104732324
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,0.9,9.904711132351785,7.175312263634339,9.063094060150327,9.063094060150327
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,1.0,9.898695847528323,7.151008536296731,9.033712377228664,9.033712377228664
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,1.1,9.893370497125712,7.130317041095599,9.00853476425663,9.00853476425663
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,1.2,9.888668072849677,7.11254980325601,8.98679119878098,8.98679119878098
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,1.3,9.884523434746711,7.097198274510972,8.9679075746496,8.9679075746496
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,1.4,9.880875320605092,7.083873828626514,8.95144182355467,8.95144182355467
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,1.5,9.877667342445266,7.072270801491298,8.93704369234679,8.93704369234679
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,1.6,9.87484834494881,7.062142844525983,8.924428795282942,8.924428795282942
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,1.7,9.87237237961075,7.053287380189185,8.913361492632793,8.913361492632793
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,1.8,9.870198460375205,7.04553511011156,8.903643331739627,8.903643331739627
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,1.9,9.86829020605447,7.038742740985847,8.895105049939572,8.895105049939572
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,2.0,9.86661543468047,7.0327877998490935,8.887600892168162,8.887600892168162
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,2.1,9.865145748871782,7.027564832585505,8.881004455844995,8.881004455844995
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,2.2,9.863856134675116,7.022982537066403,8.875205560864604,8.875205560864604
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,2.3,9.862724585911174,7.018961542050461,8.87010782156383,8.87010782156383
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,2.4,9.861731759631116,7.01543264325649,8.865626710850249,8.865626710850249
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,2.5,9.86086066442544,7.012335371668923,8.861687978824532,8.861687978824532
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,2.6,9.860096381080888,7.009616809915562,8.85822633438935,8.85822633438935
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,2.7,9.859425813845997,7.007230598930184,8.855184328005869,8.855184328005869
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,2.8,9.858837469953853,7.005136094341377,8.852511392927727,8.852511392927727
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,2.9,9.858321264815237,7.003297643415473,8.850163014713925,8.850163014713925
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,3.0,9.857868350281208,7.001683961011974,8.848100007012675,8.848100007012675
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,3.1,9.857470963484083,7.000267588209418,8.846287877060853,8.846287877060853
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,3.2,9.857122293940153,6.999024420874113,8.844696268038076,8.844696268038076
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,3.3,9.856816366799562,6.997933298014962,8.843298467977657,8.843298467977657
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,3.4,9.856547940337334,6.996975641643521,8.84207097676613,8.84207097676613
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,3.5,9.856312415981906,6.996135141264675,8.840993124112586,8.840993124112586
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,3.6,9.856105759367582,6.995397477206269,8.840046732399637,8.840046732399637
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,3.7,9.855924431071488,6.994750077851859,8.839215819142249,8.839215819142249
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,3.8,9.855765325853211,6.994181906532802,8.838486334444617,8.838486334444617
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,3.9,9.855625719356482,6.993683274406908,8.837845929400503,8.837845929400503
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,4.0,9.855503221357864,6.993245676129358,8.83728375185689,8.83728375185689
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,4.1,9.855395734758545,6.992861645528483,8.836790266372038,8.836790266372038
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,4.2,9.855301419613578,6.992524628847681,8.83635709555944,8.83635709555944
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,4.3,9.855218661579348,6.992228873416282,8.835976880327465,8.835976880327465
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,4.4,9.855146044236013,6.99196932987448,8.835643156806551,8.835643156806551
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,4.5,9.855082324808535,6.991741566305803,8.835350248006627,8.835350248006627
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,4.6,9.855026412868465,6.991541692831021,8.83509316847059,8.83509316847059
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,4.7,9.854977351650072,6.9913662953925355,8.834867540388476,8.834867540388476
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,4.8,9.854934301659586,6.991212377612472,8.834669519813643,8.834669519813643
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,4.9,9.854896526295692,6.991077309742789,8.834495731779594,8.834495731779594
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,5.0,9.854863379234347,6.990958783844821,8.834343213256128,8.834343213256128
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,5.1,9.854834293361108,6.990854774439956,8.834209363007101,8.834209363007101
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,5.2,9.854808771061037,6.990763503965318,8.834091897522665,8.834091897522665
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,5.3,9.854786375699486,6.99068341244894,8.833988812296203,8.833988812296203
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,5.4,9.854766724147604,6.990613130890144,8.833898347802482,8.833898347802482
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,5.5,9.854749480224354,6.9905514578932015,8.833818959610197,8.833818959610197
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,5.6,9.854734348942603,6.990497339157452,8.833749292129495,8.833749292129495
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,5.7,9.854721071460608,6.990449849475105,8.833688155554748,8.833688155554748
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,5.8,9.854709420652407,6.990408176930654,8.83363450561559,8.83363450561559
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,5.9,9.854699197221192,6.99037160903295,8.833587425795645,8.833587425795645
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,6.0,9.854690226289083,6.990339520543792,8.833546111719409,8.833546111719409
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,6.1,9.854682354404858,6.990311362795745,8.83350985744385,8.83350985744385
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,6.2,9.85467544691845,6.990286654317126,8.833478043423025,8.833478043423025
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,6.3,9.854669385677191,6.990264972604315,8.83345012594219,8.83345012594219
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,6.4,9.854664067004387,6.990245946901111,8.833425627842342,8.833425627842342
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,6.5,9.854659399925623,6.990229251861976,8.833404130378101,8.833404130378101
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,6.6,9.854655304612388,6.990214601990947,8.83338526607049,8.83338526607049
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,6.7,9.85465171101646,6.990201746761433,8.833368712433495,8.833368712433495
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,6.8,9.854648557671585,6.990190466333498,8.833354186467625,8.833354186467625
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,6.9,9.854645790642017,6.990180567795529,8.83334143982688,8.83334143982688
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,7.0,9.854643362599894,6.990171881866122,8.833330254576902,8.833330254576902
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,7.1,9.854641232015636,6.990164259999816,8.833320439471962,8.833320439471962
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,7.2,9.85463936244756,6.990157571847306,8.833311826687577,8.833311826687577
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,7.3,9.854637721918543,6.990151703026632,8.833304268952881,8.833304268952881
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_523um3,20.0,12044,0.005,523.0,52.300000000000004,7.4,9.854636282369027,6.990146553167398,8.833297637033974,8.833297637033974
