0: 21,278,92,4,292,348,368,326,105,66,232
1: 56,75,210,244,74,13,245,70,238,237,69,180
2: 19,95,189,284,20,275,65,89,230,97,330
3: 278,293,103,5,92,23,291,230,368,129
4: 21,278,92,0,292,348,368,326,105,66,232
5: 247,278,293,103,11,97,71,92,3,23,291,230,246,14,76
6: 84,30,16,264,112,265,107
7: 
8: 231,44,47,167,188,247,192,204,226,197,97,166
9: 46,194,196,173,201
10: 118,276,330,90,19,64,225,268,270,272,271,88
11: 49,247,199,293,103,5,71,246,301,12,109,29,206,14,76
12: 180,301,176,181,182,109,29,206,177,198,11,71
13: 56,75,210,244,74,245,1,70,238,237,69,180
14: 59,27,246,301,299,109,29,76,293,103,11,5,71,348
15: 61,251,222,58,261,266,265,217,212,221,184,85,84
16: 85,6,250,264,135,266,265,107,35,116
17: 59,53,254,81,82,253,219,214,206,248,77,54
18: 231,272,278,226,233,91,97,279,93,92,19,230,66,232
19: 64,284,20,225,65,2,230,231,18,91,97,10,276,330,90
20: 19,95,189,284,275,65,89,2,230,97,330
21: 287,240,193,54,239,0,4,292,105
22: 371,281,370,34,127
23: 278,293,103,5,92,3,291,230,368,129
24: 231,188,233,225,187
25: 39,388,158,347,96,387,150,345,379,133
26: 104,240,227,234,280,273
27: 135,246,301,299,109,29,14,76,307,354,57,113,129
28: 134,337,108,300,36,130,331,31,123
29: 180,27,53,135,58,246,301,12,299,109,212,14,76,11,71
30: 6,313,107,359,316
31: 331,123,237,69,28,108,300,57,129
32: 372,147,150,337,332,378,379,151
33: 375,381,37
34: 22,336,377
35: 386,138,156,107,359,16,140,57,346,116
36: 386,385,344,132,156,353,329,38,130,28,108,300
37: 159,387,33,381,154
38: 386,36,385,156,353,345,130,379,40,133
39: 162,161,394,124,388,393,158,347,153,346,96,387,25,345,133
40: 392,391,385,160,155,38,378,379
41: 170,175,164,252,176,185
42: 165,168,190,166,191,205,43,65,174,187
43: 42,168,189,190,195,45,229,65,174
44: 47,48,49,167,171,247,192,193,204,199,197,8
45: 46,68,189,194,236,196,290,100,43,174,258
46: 168,169,45,196,174,9,173
47: 44,170,167,171,247,192,204,198,197,8,166,191,205
48: 44,167,171,172,192,200
49: 177,44,172,192,193,199,200,11,207,71,206
50: 78,202,201,178,208,209,243,258
51: 56,179,210,203,252,70,169,238,205
52: 62,181,185,213,211
53: 17,254,58,301,81,82,253,219,109,29,212,260,218,206
54: 21,72,239,59,17,81,253,248,105
55: 85,56,60,83,210,250,80,244,257,264,74,243
56: 55,75,179,51,210,80,203,244,74,13,245,1,70,238,61,180,217
57: 307,354,113,346,129,250,27,135,299,386,156,35,331,31,123
58: 61,180,53,135,251,261,301,266,109,217,29,15,212,260,218
59: 17,254,246,81,82,253,14,76,54,348,105,110,302,303,295
60: 304,55,243,312,344,132,329
61: 180,251,58,217,15,212,184,85,56,210,80,211
62: 261,86,52,213
63: 228,290,73,100,242,102,274,281
64: 19,186,223,224,229,225,275,65,89,269,270,10,276,90
65: 42,19,64,186,189,190,229,284,20,225,43,2,187
66: 120,326,232,278,18,91,279,93,92,0,4,292
67: 
68: 70,95,189,45,236,238,290,100,94,258,282,237,69,244,74
69: 70,68,236,238,237,75,244,74,13,245,1,331,31,123
70: 68,236,238,205,174,237,69,56,75,51,210,203,244,74,13,245,1
71: 49,247,199,293,103,11,5,246,301,12,109,29,206,14,76
72: 54,239,207,214,248
73: 63,228,274
74: 55,56,75,210,244,243,13,245,1,70,68,236,238,258,237,69
75: 56,210,244,74,13,245,1,70,238,237,69,180
76: 59,27,246,301,299,109,29,14,293,103,11,5,71,348
77: 17,254,81,82,262,253,219,87,248,310,255,303,309
