0: 291,131,326,1,4,14,76,92,278,66,246
1: 291,232,0,4,230,23,92,278,18,91,134,330,367,143
2: 180,210,27,301,56,109,29,299,57,23,198,135,237,331
3: 70,46,68,189,45,236,238,196,290,100,174,258,9,13,75,245
4: 291,131,326,1,0,14,76,92,278,66,246
5: 368,120,103,272,326,273,286,232,66,279
6: 85,84,16,264,112,313,265,107,30
7: 
8: 231,188,192,226,233,24,93,225
9: 46,194,45,3,196,173,201
10: 325,118,317,319,268,270,276,271,88
11: 110,17,53,58,301,81,253,12,219,182,109,29,212,260,218,206,354
12: 180,176,301,181,182,109,29,206,11,177,198,71,293
13: 51,178,179,75,135,203,245,70,238,3
14: 76,198,71,246,59,27,301,109,29,299,0,4,348
15: 251,222,58,261,266,221,184,265,212,260,218,61,85,217
16: 85,6,250,264,210,266,265,56,57,312,107,35,116
17: 59,254,81,253,219,214,206,248,11,354,54
18: 92,278,226,91,97,93,19,230,232,1
19: 230,20,225,65,276,231,18,91,97,93
20: 42,19,189,230,205,65,174,97
21: 287,240,193,54,66,239,59,105
22: 371,281,127,370,34,377
23: 230,69,198,237,2,134,1,331
24: 231,188,233,8,225,187
25: 387,133,163,96,379,150
26: 67,240,193,227,280,285,279
27: 110,301,109,2,29,354,299,57,14,76,246,307,113,331,348
28: 36,108,130,329,31,123,69,60,282
29: 110,180,27,58,301,12,109,2,212,11,299,14,76,198,246
30: 107,359,6,313,340,316
31: 312,36,351,353,108,130,289,329,123,28,60,250
32: 332,372,337,125,36,156,38,130,378,151,150
33: 375,149,381,37
34: 384,336,343,106,298,377,22,371,281
35: 386,312,344,345,107,16,250,57,116,129
36: 385,156,353,108,38,130,329,31,123,151,28,337,32
37: 389,159,387,33,154,149,96
38: 36,385,138,156,353,345,130,378,379,40,151,32
39: 307,162,161,394,124,388,393,158,347,153,380,113,346,129,387,133
40: 392,391,385,160,138,155,353,38,339,378,379
41: 204,175,164,170,51,176,185,252
42: 165,168,190,191,205,20,43,65,174,166,231
43: 42,168,189,190,195,45,229,65,174
44: 48,49,171,172,204,199,177
45: 46,189,194,195,3,196,290,100,43,174,9
46: 168,169,45,3,196,174,173,9
47: 231,167,247,192,204,197,191,205,166
48: 44,167,171,172,200
49: 44,172,193,199,200,71,207,206,177
50: 78,202,178,201,208,209,203,243,258
51: 13,179,75,245,169,175,170,41,252
52: 62,184,181,185,213,218,211
53: 261,219,182,213,260,218,11
54: 21,72,239,207,59,17,81,253,214,206,248
55: 60,135,250,80,203,257,264,74,243
56: 210,58,266,2,212,57,61,85,16,135,250,217
57: 110,210,27,266,56,2,299,16,250,35,307,113,346,129,331
58: 110,180,210,251,301,266,56,109,29,15,212,260,218,11,61,217
59: 17,81,253,206,354,14,76,21,54,246,105,348
60: 55,282,250,257,243,312,108,289,31,123,28
61: 85,135,80,211,217,180,210,251,58,184,56,15,212,218
62: 261,86,184,52,213
63: 228,73,94,99,102,274,281,122
64: 223,224,270,269
65: 42,19,186,189,190,229,20,43,187,231
66: 92,21,193,278,226,279,103,5,0,4
67: 192,26
68: 95,189,236,3,290,100,258,69,244,282
69: 68,95,236,244,23,134,108,28
70: 169,238,3,205,174,13,75,245,237
71: 14,49,76,92,198,247,193,278,199,246,12,206
72: 54,239,207,214,248
