0: 278,226,66,93,580,291,18,232,474,1,103
180: 56,12,109,61,475,14,2,135,424,217
181: 12,52,410,109,252,218,425,618,459,475,476,176
182: 11,214,299,425,49,579
183: 51,179,215,211,164,245,402,524,185
184: 460,556,261,62,52,218,465,493,245
185: 410,252,218,408,465,183,164,245,570
186: 64,190,224,229,225,65,89,187,455,640,530
187: 231,186,190,224,225,24
188: 166,67,513,167,192,24,26,197,461,8,611,485
189: 45,236,3,290,533,94,68,128,426,443,464,637
190: 231,165,186,65,187,412,485,603,616
191: 42,165,168,485,166,204,469
192: 513,188,197,97,19,611,591,42,231,485
193: 585,44,48,434,26,461,285,546,549,611
194: 636,46,45,236,3,100,9,464,575,448
195: 229,43,94,412,443,464,494
196: 202,179,201,209,203,50,75,515,178,13,575
197: 166,167,468,171,188,192,204,461,611,591,469
198: 238,61,605,528,555,641,14,596
199: 44,434,287,21,240,54,66,239,279,92,509
200: 48,241,285,509
201: 202,209,50,196,447,448,642,46,9,575
202: 201,196,178,642,46,635,563
203: 55,83,179,433,215,80,50,211,212,75,196,515,581
204: 166,167,468,171,197,175,469,191
205: 13,168,169,237,174,68,47,602,487,75,70
206: 247,71,293,176,567,566,177,12,475,528,14
207: 629,49,501
208: 79,209,50,74,447,522,581
209: 201,208,50,196,447,515,642
210: 2,250,212,27,16,428,85,56,446,478,555,547,57
211: 51,179,183,215,203,402,70,424,217
212: 55,83,2,433,250,80,203,210,514,643,85,217,56
213: 460,62,52,459
214: 17,11,253,182,299,49,501,54,579
215: 179,183,216,220,80,203,211,402,515,581
216: 552,83,251,215,220,259,80,514
217: 2,433,135,80,211,212,402,424,180,56,218,650
218: 556,184,181,52,410,109,252,465,493,185,650,245,402,424,217
219: 53,11,260,87,445,645
220: 552,251,215,216,80,245,402,493
221: 265,15,436,251,403,542
222: 267,115,265,260,436,557
223: 275,64,441,494,495,228
224: 186,225,268,187,466,640
225: 231,186,224,268,187,455,530,513,24,93,271,450,19
226: 585,604,434,66,0,93,580,546,612
227: 233,481,612,272
228: 90,416,592,275,223,441
229: 64,186,195,65,412,443,494
230: 20,89,29,530,587,278,19,276,330,91,367
231: 42,190,225,187,485,530,616,513,192,24,19
232: 291,272,326,286,474,558,103,625,0
233: 585,604,227,26,8,481,612
234: 287,240,280,482,517,598
235: 78,438,447,448,9
236: 636,189,194,242,258,3,244,290,100,94,128,99,464,467
237: 205,68,588,602,293,487,135,75,70,14
238: 278,580,97,566,198,29,588,14
239: 44,287,21,240,199,54,509,517,629
240: 287,241,199,234,239,280,285,279,482,479,509,517,626
241: 240,200,285,509,517,626
242: 636,258,236,244,99,467,78,288,417,448
243: 55,282,50,599,518,258,3,290
244: 242,258,236,290,128,99,288,132,417,122,36,582
245: 183,220,402,184,218,465,493,185
246: 76,92,508,59,523,429,590,348,294,105
247: 44,206,171,71,176,567,549,566,591,177
248: 59,77,253,458,432,508,303,295,105
249: 304,78,256,599,417,600,405
250: 55,60,212,27,428,210,23,652,108
251: 552,216,220,80,402,403,514,574,221,15,493,648,650
252: 181,410,218,408,475,476,185,170,70,570,424
253: 59,17,254,354,11,214,299,248,445,72,54
254: 17,11,253,445
255: 615,342,356,349,597,452,627
256: 249,522,600
257: 304,60,282,263,74,311,599,600,643,312,577
258: 242,236,3,244,290,78,243,417,448
259: 79,83,216,263,264,74,503,514,581
260: 267,53,507,222,219,463,645,557
261: 556,62,86,184,15,436,493
262: 491,310,538,569
263: 444,79,259,257,264,74,311,503,522,600
264: 444,259,263,503,514,574,613,643
265: 222,115,221,586,15,543,648,542
266: 110,507,115,56,543,463,478,648,85
267: 222,115,260,463,569,315
268: 224,225,455,466,640,271,10,319,88
269: 275,64,89,441,637,276,323,560,595
270: 441,466,640,495,317
271: 93,225,268,455,10,91,320,272,88
272: 320,232,456,103,625,227,93,271,612
273: 442,481,104,456
274: 371,122,90,323,421,419,500,488,275,128,63
275: 64,223,94,269,128,63,441,637,274,90,323,595,228
276: 318,330,91,490,560,230,89,269,455,624
277: 369,368,144,283,504,571,608
278: 0,238,93,580,97,19,230,29,587,1
279: 585,434,240,199,66,442,482,479,5
280: 240,234,442,482,479,598,626
281: 371,532,419,439,525,34
282: 565,304,55,60,257,243,132,599,594
283: 368,364,277,561,571,622,373,334,516
284: 102,318,365,323,421,490,496,595,621
285: 48,241,240,193,200,26,479,509,583,626
286: 327,326,321,232,456,474,480,573,103,5
287: 21,240,199,234,239,483,482,517
288: 417,242,244,99,525,582,336,297
289: 385,384,350,343,106,28,123,401,405,594
290: 95,189,258,236,3,244,533,68,128,69,565,243,132,518,36
291: 368,4,143,148,131,326,18,333,232,474,558,1,0,367
292: 296,126,607,483
293: 206,567,566,487,237,47,135,70,475,14
294: 307,347,105,559,545,76,246,523,335,429,590,348
295: 302,597,303,105,508,248,432,296,409,429
296: 126,98,409,429,292,483,92,508,295
297: 350,336,106,298,405,288
298: 384,350,336,106,297
299: 59,58,354,11,253,12,182,214,499,54,579,177
300: 143,148,163,381,333,152,568,622,372
301: 59,110,58,354,61,499,523,528,81,641,593
302: 342,597,295,506,559,383,335,409,429
303: 615,597,295,452,77,248
304: 60,282,249,257,599,600,405,577,594
305: 391,357,344,351,353,111,123,401,537,577
306: 444,84,503,613
307: 347,597,628,294,105,559,458,523
308: 162,356,141,361,139,82,628,309,427,477,486,531,315
309: 356,308,82,628,627,87,458,491,463,310,569,315,593
310: 262,491,569,356,309,627
311: 444,257,263,600,352,312,351,111,577
312: 60,257,311,428,352,111,430,537,577
313: 586,6,423,316
314: 115,586,543,315,6,116,360,340,316,418,30,486,531
315: 267,115,463,569,314,360,361,308,309,486,531
316: 360,340,30,540,586,313,314,423
317: 338,416,553,560,595,270,441
318: 276,284,91,325,541,490,496,553,560,631
319: 10,118,553,572,268,88
320: 364,272,88,564,561,558,625,271,10,91,118,631
321: 120,286,502,456,480,573
322: 127,90,421,488,621,630
323: 102,274,90,284,421,500,492,595,275,269,128,624
324: 372,373,337,125,325,490,496,534,143
325: 318,324,91,490,496,516,367,631,143,561,558
326: 291,368,327,148,131,382,286,232,474,573,625
327: 335,121,98,328,131,326,341,382,286,474,480,573,590,617
328: 121,327,126,98,422,480,527,617
329: 101,372,117,125,633,156,510,32
330: 276,337,91,490,492,367,95,230,29,624
331: 347,346,129,610,623,605,641,4,596,348,134
332: 101,145,370,435,473,484,562,633
333: 291,4,143,148,300,153,568,548,125,367,578,380
334: 399,142,373,362,498,516,651,283,571,622
335: 376,383,327,98,341,409,429,590,617,389,302,294,519,559,545
336: 106,298,297,288,532,525,582
337: 117,31,324,548,330,125,490,492,367,29
338: 317,416,621
339: 396,392,157,160,138,397,462
340: 139,316,418,30,470,486,540,314,359
341: 376,375,335,327,148,149,131,382,153,389,545
342: 615,255,390,302,349,136,597,506,559
343: 385,384,106,289,377,510,28,151,532,638
344: 396,161,357,589,358,353,345,107,420,305,430,537,584
345: 161,344,632,589,35,601,129,386,634,647
346: 162,347,331,82,113,129,610,386,57,81
347: 162,307,536,453,331,82,346,628,294,610,559,545,623,523,81,641,348
348: 4,18,590,596,76,246,523,641,347,331,294,545,623
349: 162,255,124,390,355,342,356,136,536,628,520
350: 384,351,137,106,289,298,297,401,405
351: 350,111,305,401,577,646,311
352: 444,311,112,613,312,111,430,584
353: 396,391,161,344,160,138,38,305,529,526,601
354: 59,110,58,11,253,301,299,87,445,458,593
355: 398,349,520,427
356: 255,349,308,628,309,427,627,310
357: 396,344,358,111,305,639,551,584
358: 396,357,344,107,420,411,359,584
359: 358,420,411,340,30,470
360: 361,316,486,540,315,314
361: 360,308,427,486,540,315
362: 399,142,373,334,406,496,498,516,534
363: 498,572
364: 320,368,283,564,561,608,625,118,631
365: 102,370,284,606,421,406,484,534,621
366: 399,145,606,406,473,484
367: 548,330,337,91,325,490,230,29,291,143,333,558,1
368: 291,369,364,143,148,326,382,283,277,561,558,573,608,622,625,649
369: 368,144,382,277,504,502,440,573,649
370: 101,332,117,22,102,145,371,127,365,151,606,421,439,484,534
371: 117,22,274,281,127,122,370,151,532,421,419,439,500,525,34,638
372: 101,142,147,373,324,125,329,534,562,633,651,163,300,150,32
373: 372,142,324,362,334,496,516,143,283,622
374: 375,33,96,149,437,451,489,37,431,154
375: 376,374,149,341,382,381,437,451,544,154
376: 375,383,335,341,437,544,617,389,154,519
377: 384,343,155,414,22,151,435,471
378: 147,521,539,562,633,505,32
379: 392,38,529,472,526,505
380: 39,453,129,610,623,647,333,153,568,632,578,150
381: 375,96,148,149,163,457,300,152,451,568,649
382: 375,369,368,121,327,148,326,341,440,544,573,649
383: 376,335,409,422,617,302,506,519
384: 449,385,350,137,343,155,106,289,298,377,401
385: 449,384,343,38,289,510,28,123,401
386: 116,113,346,129,418,57,634,477,531,589,345
387: 389,39,159,388,158,536,453,431,154,576,149
388: 158,387,431,550,415,614,535
389: 390,159,536,453,387,154,519,545,376,335,149,341
390: 124,389,342,159,349,136,536,404,506,519,559
391: 449,160,353,305,40,529,551
392: 157,160,138,339,379,529,462,526
393: 395,158,141,140,114,413,512,644
394: 158,140,113,550,634,644,647,133
395: 124,393,158,141,520,512,576
396: 161,357,344,160,138,358,353,339,397,411,551
397: 396,161,157,138,339,411,644
398: 355,141,520,413,427,512
399: 142,146,362,366,334,406,473,484
401: 449,385,384,351,350,137,305,289,123
402: 183,251,215,220,80,211,245,424,217,218,493
403: 552,84,251,514,542,574,221
404: 390,159,136,506,519
405: 350,106,289,297,594,304,249,132,417,582
406: 399,362,365,366,606,484
407: 164,524,570,609,497
408: 410,252,476,185,41,170,497,570
409: 383,296,335,126,98,422,429,302,295
410: 181,52,252,218,408,465,476,185
411: 396,358,420,397,359,470
412: 190,195,229,43,65,603
413: 398,393,141,114,139,512
414: 155,377,505,435,471
415: 39,388,431,614,535,96,149,163,568,25,150
416: 338,317,90,595,621,228,441
417: 78,249,288,132,242,258,244,405
418: 116,139,340,386,30,634,470,477,486,531,314,589,420
419: 371,274,281,122,488,525,63,99
420: 161,344,589,358,107,411,359,418,30,634,470
421: 102,371,274,127,322,365,370,90,323,284,500,621
422: 383,126,328,409,617
423: 107,6,313,316,30
424: 135,211,402,70,217,180,252,218,475
425: 58,11,12,181,182,109,459,645
426: 189,20,533,65,174,89,68,443,602,616,637
427: 398,355,356,361,308
428: 60,250,16,210,643,312,430,547
429: 296,335,98,409,590,76,246,92,508,302,295,294,105
430: 344,589,107,537,547,584,112,16,428,352,312
431: 388,37,387,415,535,374,96,149
432: 248,72,21,483,508,511,295
433: 55,2,135,203,212,75,518,217,652
434: 585,44,193,199,226,66,279,546
435: 101,332,22,151,471,633,377,414,505
436: 222,261,221,86,15,557
437: 376,375,374,544,489,154
438: 235,642,9
439: 22,371,281,127,370,34
440: 369,144,382,451,649
441: 275,64,223,270,269,495,317,416,595,228
442: 585,280,279,482,273,479,481,104,5
443: 189,195,229,43,65,94,426,464,637
444: 306,263,264,311,503,613,352
445: 254,77,354,11,253,219,87,491
446: 110,56,61,478,81,555,27,210,57
447: 78,201,208,209,50,235,448
448: 78,201,447,235,636,194,242,258,9
449: 391,385,384,137,155,38,40,529,401
450: 513,24,8,225
451: 375,374,33,96,457,381,440
452: 615,255,303,627,77
453: 389,39,536,347,380,387,610,545,623,149,153
454: 7
455: 186,225,268,89,640,271,10,276,91,560
456: 120,272,321,286,103,625,273
457: 33,96,163,381,152,451
458: 59,77,354,248,523,593,307,309,105
459: 53,556,62,181,52,109,213,425
460: 62,184,52,213,465
461: 48,67,167,468,188,193,26,197,583,611
462: 392,157,339
463: 110,267,507,115,266,260,87,569,315,309
464: 189,194,195,45,236,100,43,94,443
465: 460,184,52,410,218,185,245
466: 224,268,270,640
467: 242,236,73,100,94,63,99
468: 48,167,171,204,197,461,549
469: 166,171,204,197,567,175,591,487,42,191,47
470: 140,114,139,340,418,634,420,411,359
471: 22,435,377,414
472: 130,379,526,25,150,133,32,614
473: 399,332,145,146,366,484,562
474: 291,327,131,326,18,286,232,103,5,66,0
475: 180,12,181,109,252,206,293,176,135,424
476: 181,410,252,408,618,41,176,170
477: 162,141,140,139,308,82,113,386,418,634,486,531
478: 56,266,446,543,16,210,85,547,116,57
479: 585,240,280,26,442,285,279,626
480: 121,327,328,321,286,527,573
481: 227,233,442,273
482: 287,240,234,280,442,279,598,104,607,5
483: 287,21,508,511,432,296,292
484: 399,332,142,145,365,366,370,606,406,473,534
485: 42,231,165,190,191,166,188,192
486: 360,361,139,308,340,418,477,531,540,315,314
487: 293,97,567,566,591,469,42,237,205,47,602
488: 274,322,90,419,592,63
489: 374,437,37
490: 276,102,318,324,330,337,284,325,492,496,534,367
491: 77,262,87,445,310,569,309,627
492: 117,102,31,330,323,337,36,500,490,95,624
493: 261,184,15,218,650,251,220,245,402
494: 195,223,229,94
495: 64,223,270,441
496: 318,373,324,362,284,325,490,516,534
497: 41,170,175,407,570,408
498: 363,362,334,541,516
499: 59,301,299,528,44,71,54,177
500: 117,102,371,274,122,323,36,421,492,638,128
501: 17,214,49,207
502: 369,321,504,573,619
503: 306,444,259,263,264,613
504: 369,144,277,502,608
505: 38,379,414,435,378,633
506: 390,302,342,136,404,519,383
507: 110,56,266,109,260,463,645,557,648,650
508: 76,21,246,483,92,59,248,432,296,429,295,105
509: 44,241,240,199,200,239,285,629
510: 385,343,156,38,28,117,151,329
511: 21,483,72,432
512: 398,395,393,141,520,413
513: 604,188,192,24,8,450,19,611,231,225
514: 83,251,216,259,80,264,212,403,574,643
515: 179,209,215,203,50,196,581
516: 373,362,334,325,541,496,498,631,283,561
517: 287,241,240,234,239
518: 55,433,243,75,652,290,68,69
519: 390,389,159,404,154,506,376,383,335
520: 398,395,124,355,141,349,512
521: 378,539
522: 79,208,256,263,600
523: 59,301,458,641,593,76,246,348,307,347,294,105
524: 51,179,183,164,407,178,609
525: 371,281,122,532,419,582,99,288,336
526: 392,138,353,38,130,379,529,472,601,133
527: 126,98,328,104,480,607,5
528: 12,61,301,499,14,206,71,198,177
529: 392,391,449,160,138,353,38,379,40,526
530: 231,186,230,225,65,89,587,616,19
531: 116,308,82,386,418,477,486,315,314
532: 371,281,525,34,582,638,336,343,106
533: 95,189,290,20,68,128,426,624,637
534: 101,372,102,142,324,362,365,370,484,490,496
535: 388,431,415,614,96,25,7
536: 162,124,390,389,159,349,347,453,387,559,545
537: 344,305,35,123,430,620,60,312
538: 262
539: 146,147,119,521,378,562,651
540: 360,361,139,340,316,486
541: 318,498,516,553,572,631
542: 84,403,574,221,586,265,543
543: 115,266,586,265,478,648,314,6,16,542,85
544: 376,375,121,382,437,617
545: 389,536,347,453,294,559,623,335,341,348
546: 434,193,71,226,580,97,611,591
547: 589,35,430,27,16,428,210,478,116,57
548: 337,125,367,29,605,333,1,134,578
549: 44,48,468,171,172,247,193
550: 394,388,644,157
551: 396,391,357,160,639
552: 251,216,220,403
553: 10,317,318,319,541,560,631
554: 172,49,618
555: 446,61,605,14,198,2,27,210,23
556: 53,261,62,86,184,109,15,218,459,557
557: 53,507,222,556,86,15,260,436
558: 291,320,368,143,232,561,625,91,325,367
559: 307,390,302,342,536,347,597,294,545,335
560: 10,276,317,318,91,553,595,269,455,640
561: 320,368,364,143,283,558,625,325,516,631
562: 332,372,142,146,147,473,378,539,633,651
563: 46,635,173,202
564: 320,364,120,88,118
565: 282,132,290,69,36,108,28,594
566: 206,247,71,293,238,580,97,567,591,487,14
567: 206,171,247,293,176,170,566,591,469,487,47
568: 96,148,149,163,381,300,333,153,150,380,415
569: 267,262,87,491,463,310,315,309
570: 51,164,407,170,497,252,408,185
571: 283,277,152,622,649,334
572: 363,319,541,118
573: 369,368,121,327,326,321,382,286,502,480
574: 84,251,264,112,403,514,542,613,85
575: 13,46,194,45,3,201,75,196
576: 395,159,37,387
577: 351,305,123,594,304,60,257,311,312
578: 632,156,134,150,548,125,333,129,380
579: 44,172,54,177,629,182,214,299,49
580: 278,71,226,0,238,97,546,566
581: 79,83,208,215,259,203,50,74,515
582: 122,36,532,525,638,244,288,132,336,106,405
583: 48,67,26,461,285
584: 357,344,358,111,107,430,352
585: 604,434,193,226,233,26,442,279,479,612
586: 115,265,543,313,314,542,316
587: 230,20,530,602,616,278,97,19
588: 237,20,29,68,69,602,238,23,652
589: 344,345,107,420,35,430,547,116,386,418,634
590: 335,327,98,131,18,429,348,76,246,92,294
591: 171,247,192,197,97,567,546,611,566,469,487
592: 488,228,73
593: 110,354,301,87,458,523,81,82,309
594: 289,28,123,405,577,565,304,60,282,132
595: 317,90,323,416,284,560,621,275,269,441
596: 4,18,1,348,198,605,641,331
597: 615,307,255,302,342,303,295,105,559
598: 234,280,482,104,607
599: 304,55,282,249,257,50,74,243,600
600: 304,249,256,257,263,74,311,599,522
601: 156,353,38,345,130,35,526,620
602: 237,205,20,174,68,426,588,587,616,487
603: 165,168,190,43,65,174,412,616
604: 585,513,226,233,26,8,93,612,611
605: 555,198,27,23,548,596,134,331
606: 145,127,365,366,370,406,484,630
607: 126,104,527,292,482,598
608: 368,364,120,277,504,625
609: 169,635,51,407,524,178
610: 162,39,347,453,331,113,346,129,380,623,647
611: 604,513,188,192,193,26,197,461,8,546,591
612: 585,604,226,227,233,93,272,103
613: 306,444,84,264,112,503,574,352
614: 39,388,415,535,472,25,150,133
615: 255,342,597,303,452
616: 42,231,168,190,65,174,426,530,587,602,603
617: 376,383,335,121,327,328,422,544
618: 181,49,476,176,554
619: 121,502
620: 156,108,35,28,123,537,601,60
621: 338,322,365,90,416,284,421,595,630
622: 368,143,148,283,300,152,571,649,373,334
623: 347,453,331,380,610,545,4,153,348
624: 95,533,89,128,637,276,330,323,492
625: 320,368,364,120,272,326,232,456,561,558,608
626: 241,240,280,285,479
627: 255,356,309,452,77,491,310
628: 162,307,356,349,347,308,82,309
629: 44,172,54,239,207,509,579,49
630: 127,322,606,621
631: 10,318,91,325,541,118,516,553,320,364,561
632: 156,345,130,578,150,133,39,129,380,647
633: 101,332,372,147,435,378,329,562,505,32
634: 394,140,113,386,418,470,477,161,589,345,420
635: 13,46,563,609,202,178
636: 194,242,236,100,9,448
637: 275,189,533,94,89,269,128,426,443,624
638: 117,371,122,36,151,532,500,582,343,28
639: 357,551,646
640: 64,186,224,268,270,455,466,560
641: 301,523,81,198,596,348,347,331
642: 202,201,209,438,9
643: 55,60,83,257,264,74,212,428,514
644: 394,393,140,550,157,397
645: 110,53,507,58,11,219,109,260,425
646: 351,111,639
647: 394,39,158,113,129,380,610,632,345,133
648: 507,56,266,265,15,543,650,251,85
649: 369,368,148,382,381,152,440,571,622
650: 507,56,109,15,218,493,648,251,217
651: 372,142,146,147,119,334,539,562,163,152
652: 55,2,433,250,518,23,69,588
