0: 226,66,279,694,908,691,18,784,474,5,732
279: 434,442,908,612,691,0,877,103,661,5
280: 240,234,442,598,626,273,826,927,104
281: 371,419,525,835,790
282: 565,55,208,736,243,599,417,658,682,828,244,594,132
283: 368,364,277,561,686,571,608,622,894,932,363
284: 338,318,365,323,541,406,595,621,852,860,942
285: 48,193,200,26,461,479,509,583,626,916,941
286: 121,327,326,321,232,474,480,103,661,5,737
287: 21,934,483,482,508,92,770,296,126,98,527,765
288: 417,99,734,766,297,955
289: 385,350,106,28,123,401,594,577,819,712,132,716,924,925
290: 674,772,747,258,128,565,243,244,122
291: 4,143,131,326,784,333,474,558,367,741,732
292: 934,928,126,607,885
293: 205,602,487,237,953,567,566,954,135,14,70,870
294: 307,347,246,559,105,850,348,59,523,728,590,893,545
295: 615,302,246,335,824,665,296,911,893
296: 98,409,911,893,931,287,483,508,295,824
297: 336,796,582,955,288,766
298: 740,336,106,796,582
299: 58,354,11,253,182,214,528,726,801,808,888,579,499
300: 143,148,381,333,152,568,671,622,685,649,741,373,670,163,662
301: 58,446,61,605,523,528,81,726,912,198,956,76,596,641
302: 615,342,935,295,506,335
303: 77,665,615,452
304: 736,257,599,600,664,311,804,351,350,594,405,577
305: 391,357,353,111,714,123,639,401,537,584,663,646,705
306: 444,503,791,846,949
307: 255,347,628,294,246,886,105,919,458,523,81,627,597
308: 356,361,628,427,477,667,695,745,730,756,763,919
309: 262,87,491,659,569,315,593,627,879,730,763
310: 356,452,695,763,262
311: 304,257,263,688,351,577,705,312,907
312: 111,537,577,907,257,428,688,664,311,112
313: 6,84,542,423,701,742,30
314: 115,266,586,543,360,315,531,708,742,116,486,745
315: 267,115,659,309,569,360,593,314,708,879,361,745,730,763
316: 340,486,540,360,701,742,30
317: 700,338,318,416,553,560,595,785,441,270
318: 10,338,317,323,284,325,541,553,560,595,631,276
319: 10,700,553,572,690,268,88,118
320: 368,364,625,758,88,764,869,940,748
321: 120,121,286,502,456,480,573,625
322: 910,127,488,621,630,895,945
323: 318,284,624,500,490,492,841,595,276,693,852,860
324: 102,373,337,125,670,490,496,534,655,662,692,852,333
325: 10,318,541,670,490,496,655,631,276,91,561,764,909
326: 291,368,121,327,143,286,232,474,558,573,685
327: 121,131,326,341,382,286,474,590,685,653,5,737
328: 98,422,527,617,737,820
329: 385,38,130,601,681,156,510,435,32,692
330: 548,337,624,490,492,655,851,871,95,29,669,769,697
331: 346,641,921,348,596,1,605,4,623,134,578
332: 906,521,414,505
333: 291,4,143,300,671,741,373,324,548,125,670,655,662
334: 142,373,362,498,710,152,571,622,932
335: 302,342,935,295,506,246,519,383,728,409,893
336: 298,297,34,582,532,525,766,835
337: 102,324,330,125,490,492,692,719,851,871,95,156,31
338: 317,318,416,284,541,406,553,595,621
339: 396,392,157,160,138,807
340: 844,139,316,486,359,30
341: 327,148,131,382,699,590,685,653,741,389,623,545,153
342: 615,255,390,302,349,136,506,246,886,335
343: 829,799,819,712,716,924,834,510,22,151,532,638,377
344: 161,353,714,345,35,123,430,537,584,601,620,771
345: 161,344,632,138,35,430,601,771,589,951,647
346: 347,453,380,610,57,641,656,679,850,331,921,348,623
347: 307,82,346,294,559,641,679,850,919,348,523,81
348: 347,346,294,641,850,331,523,590,623,937
349: 255,390,342,356,136,520,667,864
350: 351,106,289,401,405,577,705,712,749,896,304
351: 350,705,749,304,311,804
352: 358,111,107,584,907,112
353: 391,449,344,917,714,38,305,123,401,776,771,858,925
354: 58,11,253,299,87,445,645,726,729,878,938,956
355: 398,520,864
356: 255,349,308,628,427,667,695,310,763,864
357: 358,111,714,305,639,411,551,584,646,703
358: 357,107,420,411,352,584,750
359: 844,802,340,849,420,750,470,872
360: 267,586,659,315,314,701,742,361,316,486,540
361: 308,427,477,486,540,695,745,780,763,659,360,315
362: 399,142,373,334,541,496,498,516,759,534,859,942
363: 364,283,561,894,932,118,516,572,631
364: 320,368,283,561,608,625,764,118,363,940
365: 127,370,284,606,406,484,841,621,696,709,860,942
366: 399,145,606,473,484,759,793
367: 291,4,784,732,29,697,278,226,93,18,1,548,655,91
368: 320,364,143,326,283,561,686,558,573,608,625,909
369: 144,277,440,905,899
370: 145,127,365,606,471,484,696,709,806
371: 22,281,532,421,419,439,525,638,696,835,806,790,854,873
372: 101,142,147,373,534,562,163,633,662,32,859
373: 372,142,324,362,334,670,496,534,163,662,300,333,152,622
374: 33,489,783,794,830,37,431
375: 376,382,699,437,440,619,813,746,929
376: 375,382,699,437,868,544,653,389,929
377: 22,151,471,414,825,343,829
378: 379,946,521,505
379: 392,529,462,472,526,946,739,378
380: 738,453,346,862,125,671,623,632,150,578
381: 96,148,149,720,699,300,152,451,568,649,783,830,163
382: 376,375,121,327,341,699,544,619,685,653,746
383: 728,409,422,429,868,617,653,935,506,519,335
384: 137,829,40,834,896
385: 289,28,123,329,601,620,156,716,924,925,510
386: 116,82,113,610,418,57,477,656,745,756,531,547,589
387: 395,124,39,159,536,926,415,680,761,918,958
388: 395,393,550,576,680,761
389: 376,149,341,699,437,868,653,794,545,536,154,519,918,153
390: 124,342,159,349,136,536,506,519,886,559,667,833
391: 917,353,714,305,639,776,551,858
392: 157,160,138,339,379,529,462,526,776,133,731,771,807
393: 394,388,140,657,550,723,644,761
394: 39,393,158,140,113,657,647,634,810,644,761
395: 124,159,388,926,657,387,520,761,952
396: 161,160,138,714,339,874,411,776,551,703
397: 802,140,644,849,874,470
398: 162,355,141,657,520,413,723,427,512,864
399: 362,366,541,498,516,759,793
401: 350,353,305,289,123,577,663,705,896,925
402: 660,179,183,215,211,524,668,698,798
403: 552,84,936,503,514,542,613,672,846,876
404: 154,506,519,833,868
405: 350,106,132,749,796,955,304,736,804
406: 338,365,284,606,541,621,793,942
407: 570,890,609,823
408: 252,788,476,570,41,170,800,913
409: 383,296,98,422,429,617,911,893,931,935,335
410: 181,476,891
411: 396,161,357,358,714,584,703,872
412: 165,190,195,229,43,65,603,838
413: 398,141,114,723,427,855,780
414: 332,471,377,825,505,155,829
415: 39,738,387,431,614,535,680,862,901,918,958,96,149
416: 338,317,90,595,621,785,441
417: 78,282,736,288,828,244,734,132,955
418: 844,116,113,386,477,486,947
419: 371,281,421,525,790,873,63,945
420: 358,107,30,750,805,872,359
421: 910,371,274,127,419,696,806,860,873,923,945
422: 383,98,328,409,617,931
423: 6,84,613,313,949,112,107,30
424: 183,211,721,217,252,218,475,718,875
425: 53,181,52,109,218,459,718,801
426: 189,45,230,20,533,43,174,68,443,602,616,881
427: 398,162,356,141,361,308,413,477,695,756,780,864
428: 250,16,574,643,664,768,60,757,112,312,795,853
429: 383,728,98,409,590,617,653,737,765,893
430: 161,344,345,35,547,584,795,805,853,589
431: 926,37,415,535,576,680,918,374,96,149
432: 248,665,21,483,904,824
433: 83,2,250,684,643,652,768,687,757,884
434: 585,240,279,683,694,479,908,612,877,916
435: 101,151,633,32,692,825,505,329,739,510
436: 261,689,86,15,260,557
437: 376,375,868,489,813,789,794,389,154
438: 201,209,447,642,781,845
439: 22,371,835,806,790
440: 375,369,699,649,813,746,905,830
441: 317,90,416,560,595,785,693,228,270,269,495,892
442: 280,279,481,612,273,826,104,103,661,811
443: 189,533,43,65,426,735,464,637,654,857,881
444: 306,688,791,949,907
445: 254,77,354,253,491,729,878,938
446: 301,605,478,676,713,555,912,57,641
447: 208,209,249,50,438,235,448,658,781,755,845
448: 447,235,658,781,828,957,242,787,9,950
449: 917,353,38,40,529,799,739,924,834,858,925
450: 227,748,225,792,827,831
451: 33,720,457,381,152,649,783,905,830
452: 615,255,310,77,262,491,627,303,597
453: 39,158,738,346,647,380,610,679,862,958,623
454: 856,119,535
455: 268,89,640,754,847,271,10,560,276,91
456: 321,480,811
457: 33,720,451,783
458: 523,81,726,627,938,597,956,307,105
459: 53,556,62,86,52,213,425,673,803
460: 62,184,52,213,465,812
461: 67,167,468,193,26,197,285,583,722,941
462: 392,157,379,7,731,807
463: 110,53,507,222,260,645,557,879
464: 189,194,195,45,751,100,43,443,752,654,857
465: 460,184,218,185,891,245,698
466: 64,224,268,270,640,837,700,690
467: 818,73,94,760,63
468: 167,171,204,197,461,549,786,941
469: 192,204,675,567,591,191,778,786,42,897,47,953
470: 874,872,802,397,849,359
471: 101,906,370,151,709,920,414,377,825,505
472: 130,379,526,946,133,739,842,856,147,633,32
473: 906,145,146,366,484,759,562,920,859
474: 291,327,131,326,784,286,232,5,732,0
475: 252,718,922,870,875,567,170,135,721,70,424
476: 181,410,252,408,922,41,618,176
477: 141,361,308,113,386,418,427,486,745,756,780
478: 266,446,531,676,713,555,915,16,210,768,60,547,27,57
479: 585,434,240,26,285,612,626,843,826,916
480: 121,321,286,456,527,661,737,775,820
481: 233,442,612,273,826,827,831,103,811
482: 287,240,934,770,877,927,527,661
483: 287,21,517,904,928,432,296,885
484: 145,365,366,370,606,473,709,920,942
485: 42,165,190,603,733,777,231,191
486: 844,361,139,116,340,316,418,477,540,360,314,742,30
487: 897,587,602,616,293,832,97,954
488: 322,592,945
489: 374,33,437,813,789,794,898,37
490: 102,324,330,323,337,624,325,492,655,276,852
491: 77,262,87,445,309,627,729,938,452
492: 117,102,122,330,323,337,624,500,490,841,719,923,95,128
493: 251,220,15,815,939
494: 223,229,883,735,838,857,892
495: 270,892,785,441,228
496: 373,324,362,325,541,670,534,852
497: 800,817,836,913
498: 399,362,334,516,759,710
499: 44,199,54,821,839,253,299,528,726,579
500: 274,122,323,492,693,923,674,128
501: 17,214,744,725,865,207,704
502: 120,121,321,504,573,608,619,746,899
503: 306,403,791,846,876,882
504: 120,144,277,502,608,899
505: 332,906,435,471,521,633,414,825,155,946,739,378
506: 390,302,342,136,935,404,519,335,833,383
507: 110,53,56,109,463,666,557,648,914
508: 287,21,199,54,59,92,706,248,296,765,105,824
509: 48,241,193,200,239,285,683,549,629,916,941
510: 385,343,329,799,156,716,924,151,435,692
511: 904,900,928
512: 398,657,520,723,952
513: 166,192,24,840,19,611,707,733,231,832
514: 552,83,251,216,259,80,264,212,936,403,672,757,876
515: 660,179,201,209,203,50,196,581,178,687,762,867
516: 399,362,541,498,572,631,561,932,363
517: 21,241,234,239,934,483,770,928
518: 55,243,684,658,677,884,3,68,237
519: 390,159,536,404,154,506,559,335,833,383,728,868,653,389,545
520: 398,162,395,124,355,349,657,512,864,952
521: 332,906,539,562,633,505,946,378
522: 79,259,256,257,263,74,581,600,755,773,848
523: 706,301,458,81,726,76,59,937,307,347,294,105,641,348
524: 51,179,164,402,767,178,668,890,609,867
525: 371,281,532,419,766,854,873,887,99,760,336
526: 392,38,130,379,529,472,133,739,771
527: 126,98,328,480,607,661,737,775,287,482
528: 58,61,301,299,726,808,880,198,76,499,177,839
529: 392,449,917,379,40,526,731,739
530: 186,230,707,89,754,587,616,847,832,881,19
531: 266,543,478,314,708,16,547,116,386,57
532: 22,371,525,638,835,854,336,343,819,582
533: 95,189,230,20,89,747,426,443,637,769,128,881,624
534: 101,372,102,373,324,362,496,692,709,920,852,859,942
535: 431,415,614,680,96,25,454,856
536: 124,390,159,387,519,559,679,850,918,958,153,389,545
537: 344,111,305,123,577,584,620,312,853
538: 262,569
539: 147,119,521,562,651,946
540: 361,139,316,486,780,360
541: 399,338,318,362,284,325,406,496,516,631,852,942
542: 6,84,936,403,613,672,313,265,543
543: 115,266,586,265,531,314,742,914,6,16,542,85,116
544: 376,121,382,617,619,653,737,820,929
545: 728,341,653,389,536,294,519,559,850,153
546: 71,226,97,694,908,753,889
547: 35,430,27,795,853,589,16,60,478,531,116,386,57,656
548: 330,125,655,871,29,1,4,333,367
549: 44,468,172,247,193,509,629,753,786,889,941
550: 388,393,810,614,644,680,157,7
551: 396,391,357,160,714,639,776,703
552: 251,216,403,514,221,672
553: 10,700,338,317,318,319,572,631
554: 172,207,618,49,715
555: 446,61,605,478,774,676,713,198,210,23
556: 53,261,62,86,52,15,459,557,930
557: 53,507,222,556,689,15,260,436,463,650,648
558: 291,368,143,326,232,732,869,909
559: 390,536,347,294,519,886,679,850,728,545
560: 10,700,317,318,595,276,441,270,269,455,640
561: 368,364,143,283,686,622,764,909,932,363,325,670,516,631
562: 372,906,146,147,473,521,539,633,651,920,859,946
563: 46,194,635,173,9,717,866,202,575
564: 272,940
565: 282,243,682,779,244,290,36,719,28,594,132
566: 206,71,580,954,293,14,774,880,870,198
567: 206,247,675,591,469,170,954,778,176,47,293,953,475,922,870
568: 148,149,381,300,671,741,163,662,150,862,901
569: 267,262,219,87,659,309,538,315,879
570: 169,47,407,170,913,51,721,767,70,823,788,408
571: 283,277,152,686,622,649,905,894,932,334
572: 319,516,553,631,118,363
573: 368,121,326,321,502,686,608,685,746
574: 264,936,428,613,688,757,876,112
575: 202,50,196,658,781,677,46,194,3,9,563
576: 388,926,37,431,680
577: 350,289,123,401,594,537,705,312,304,664,311
578: 632,129,27,681,134,31,125,871,380,331,921
579: 253,182,214,299,49,744,888,44,499,704,629,821
580: 566,596,903,948,1,782,29,238,605,198
581: 79,83,209,259,80,50,74,515,522,687,755
582: 336,106,298,297,819,132,955,532,887
583: 48,67,26,461,285
584: 161,357,344,358,111,714,107,305,411,430,352,537,805
585: 604,434,193,26,8,479,908,612,611,843
586: 267,222,115,265,543,360,314,701,742
587: 230,530,602,487,616,238,832,278,97,19,903
588: 20,602,238,69,237,14,23,652
589: 161,345,35,430,547,113,647,386,634,656,947
590: 728,327,131,341,429,653,5,737,765,59,294,348
591: 206,247,192,71,97,567,469,954,753,778,786,889
592: 488,228,275,73
593: 110,87,309,81,315,627,708,879,912,956,730
594: 289,28,577,132,565,304,282,599,108,664,682
595: 910,338,317,318,90,323,416,284,560,621,693,441,860
596: 580,948,1,301,605,198,937,641,331
597: 77,248,458,627,665,938,615,307,255,246,452,105
598: 280,273,927,104,607
599: 304,55,282,208,736,257,74,600,643,664,682,594
600: 304,208,249,736,256,257,263,74,599,522,755
601: 385,344,632,38,345,130,35,123,329,620,129,681,771,156
602: 230,205,20,174,68,426,588,587,487,616,238,293,237,14
603: 42,165,190,43,65,897,412,485,616,727,944
604: 585,226,840,8,93,19,908,612,611,225,691,827
605: 446,301,713,555,198,782,580,596,1,23,134,641,331,921
606: 145,127,365,366,370,406,484,621,630,793
607: 126,527,775,292,934,598,927
608: 368,364,120,283,277,504,502,686,573,625,899
609: 51,524,178,890,169,635,407,743
610: 158,453,82,113,346,647,386,656,679,756,919
611: 585,166,604,513,192,24,840,197,8,97,19,722,889
612: 585,604,434,442,279,479,481,908,691,843,826,827,103
613: 6,84,936,403,542,574,688,423,876,949,112
614: 39,738,550,415,810,535,680,7,133,842
615: 255,302,342,295,246,452,665,303,597
616: 230,174,897,426,530,587,602,603,487,832,881,944
617: 383,98,328,409,422,429,544,653,737
618: 172,554,176,49,476,814,715,888
619: 375,121,382,502,544,746,820,929
620: 385,344,35,28,123,537,601,129,27,853,702,108,60
621: 910,338,127,322,365,90,416,284,606,406,595,630,860
622: 143,283,300,152,561,686,571,649,932,373,334,670
623: 4,131,341,671,741,453,346,380,850,862,331,348,153
624: 330,323,490,492,276,95,533,89,769,128,697
625: 320,368,364,120,272,321,608,758,940
626: 241,240,200,234,280,285,479,916
627: 458,491,309,81,593,938,597,956,307,255,628,452,730,763
628: 307,255,356,308,667,730,763,919,627
629: 44,172,239,207,704,509,549,821,49,579
630: 127,322,606,621,895
631: 10,318,325,541,516,553,572,561,764,118,363
632: 345,130,35,601,129,681,150,578,951,738,647,380,656
