time(min)	-1,-1,-1	-1,-1,0	-1,-1,1	0,-1,-1	0,-1,0	0,-1,1	1,-1,-1	1,-1,0	1,-1,1	-1,0,-1	-1,0,0	-1,0,1	0,0,-1	0,0,0	0,0,1	1,0,-1	1,0,0	1,0,1	-1,1,-1	-1,1,0	-1,1,1	0,1,-1	0,1,0	0,1,1	1,1,-1	1,1,0	1,1,1
3.65	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
3.66667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
3.68333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
3.7	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
3.71667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
3.73333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
3.75	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
3.76667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
3.78333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
3.8	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
3.81667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
3.83333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
3.85	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
3.86667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
3.88333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
3.9	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
3.91667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
3.93333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
3.95	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
3.96667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
3.98333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.01667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.03333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.05	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.06667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.08333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.1	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.11667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.13333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.15	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.16667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.18333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.2	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.21667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.23333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.25	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.26667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.28333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.3	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.31667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.33333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.35	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.36667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.38333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.4	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.41667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.43333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.45	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.46667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.48333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.5	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.51667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.53333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.55	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.56667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.58333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.6	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.61667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.63333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.65	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.66667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.68333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.7	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.71667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.73333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.75	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.76667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.78333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.8	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.81667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.83333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.85	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.86667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.88333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.9	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.91667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.93333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.95	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.96667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
4.98333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.01667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.03333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.05	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.06667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.08333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.1	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.11667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.13333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.15	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.16667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.18333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.2	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.21667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.23333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.25	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.26667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.28333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.3	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.31667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.33333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.35	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.36667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.38333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.4	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.41667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.43333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.45	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.46667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.48333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.5	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.51667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.53333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.55	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.56667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.58333	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.6	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
5.61667	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	9.99998	9.99792	9.99998	9.99999	9.99998	9.99999	10	9.99999	10	9.99999	9.99998	9.99999	10	9.99999	10
