time(min)	-1,-1,-1	-1,-1,0	-1,-1,1	0,-1,-1	0,-1,0	0,-1,1	1,-1,-1	1,-1,0	1,-1,1	-1,0,-1	-1,0,0	-1,0,1	0,0,-1	0,0,0	0,0,1	1,0,-1	1,0,0	1,0,1	-1,1,-1	-1,1,0	-1,1,1	0,1,-1	0,1,0	0,1,1	1,1,-1	1,1,0	1,1,1
8.9	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
9	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
9.1	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
9.2	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
9.3	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
9.4	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
9.5	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
9.6	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
9.7	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
9.8	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
9.9	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
10	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
10.1	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
10.2	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
10.3	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
10.4	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
10.5	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
10.6	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
10.7	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
10.8	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
10.9	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
11	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
11.1	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
11.2	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
11.3	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
11.4	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
11.5	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
11.6	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
11.7	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
11.8	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
11.9	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
12	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
12.1	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
12.2	9.99754	9.99417	9.99762	9.99417	9.98313	9.99412	9.99762	9.99412	9.99751	9.99439	9.98423	9.9944	9.98423	9.32414	9.98297	9.9944	9.98297	9.99378	9.99777	9.9946	9.99769	9.9946	9.98413	9.9941	9.99769	9.9941	9.99741
